legend,0.45,0.48,0.5,0.51,0.52,0.53,0.54,0.55,0.56,0.58,0.6,0.62,0.64,0.66,0.68,0.7
bravo    | p=0.7 | alpha=0.05,45.0,55.0,65.0,75.0,80.0,90.0,100.0,110.0,125.0,180.0,330.0,345.0,205.0,130.0,95.0,75.0
bravo    | p=0.55 | alpha=0.05,160.0,200.0,240.0,275.0,310.0,350.0,400.0,465.0,480.0,360.0,280.0,225.0,185.0,155.0,135.0,120.0
bravo    | p=0.51 | alpha=0.05,220.0,245.0,265.0,275.0,285.0,295.0,305.0,315.0,320.0,360.0,390.0,420.0,470.0,495.0,455.0,410.0
