legend,0.45,0.48,0.5,0.51,0.52,0.53,0.54,0.55,0.56,0.58,0.6,0.62,0.64,0.66,0.68,0.7
bravo    | p=0.7 | alpha=0.05,15.0,20.0,20.0,20.0,25.0,25.0,25.0,30.0,30.0,35.0,40.0,45.0,35.0,30.0,25.0,20.0
bravo    | p=0.55 | alpha=0.05,90.0,110.0,130.0,145.0,160.0,185.0,215.0,255.0,270.0,190.0,150.0,120.0,105.0,90.0,80.0,75.0
bravo    | p=0.51 | alpha=0.05,210.0,220.0,235.0,245.0,255.0,265.0,275.0,285.0,295.0,315.0,350.0,390.0,435.0,475.0,410.0,370.0
