legend,0.45,0.48,0.5,0.51,0.52,0.53,0.54,0.55,0.56,0.58,0.6,0.62,0.64,0.66,0.68,0.7
bravo    | p=0.7 | alpha=0.05,995.7945518307647,988.116439513867,976.4857686648795,967.0152857616164,953.8282059203582,935.5385900838346,910.309999887626,875.7435105197467,828.7136181002106,679.0892026893671,404.6541649812456,139.01564855620725,88.964092200938,64.03591611932922,49.79343567459831,40.71450364154063
bravo    | p=0.55 | alpha=0.05,999.9985883070841,999.9375175342216,999.2513451336338,997.4407488387469,991.3317489315067,970.966854620599,904.2345508575993,690.7462248380691,350.91815696285903,251.4441023896228,194.04847830334054,157.32240212482785,132.02654201204552,113.63314828330833,99.69853338174403,88.80252874049506
bravo    | p=0.51 | alpha=0.05,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,999.9999999999997,999.9999998818371,999.9764856508365,479.67525218397094,426.67178998749915,384.0872334761506
