,,0.5,0.52,0.55,0.57,0.59,0.62,0.7
bayesian | a=1 | b=1 | critical_value=0.0036132812509638676,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bayesian | a=1 | b=1 | critical_value=0.0036132812509638676,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bayesian | a=1 | b=1 | critical_value=0.0036132812509638676,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bayesian | a=1 | b=1 | critical_value=0.0036132812509638676,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bayesian | a=1 | b=1 | critical_value=0.0036132812509638676,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bayesian | a=1 | b=1 | critical_value=0.0036132812509638676,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bayesian | a=1 | b=1 | critical_value=0.0036132812509638676,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bayesian | a=1 | b=1 | critical_value=0.0036132812509638676,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bayesian | a=1 | b=1 | critical_value=0.0036132812509638676,8,0.003884403449743898,0.005318369338923207,0.008335062278188452,0.011064730094647122,0.014625938545810164,0.021759101343927143,0.05750965283908036
bayesian | a=1 | b=1 | critical_value=0.0036132812509638676,9,0.003884403449743898,0.005318369338923207,0.008335062278188452,0.011064730094647122,0.014625938545810164,0.021759101343927143,0.05750965283908036
bayesian | a=1 | b=1 | critical_value=0.0036132812509638676,10,0.003884403449743898,0.005318369338923207,0.008335062278188452,0.011064730094647122,0.014625938545810164,0.021759101343927143,0.05750965283908036
bayesian | a=1 | b=1 | critical_value=0.0036132812509638676,13,0.007763346470845495,0.010834308161211656,0.017404808765934178,0.023421304923102952,0.03131925372132791,0.047184065013583534,0.12517765954722926
bayesian | a=1 | b=1 | critical_value=0.0036132812509638676,14,0.007763346470845495,0.010834308161211656,0.017404808765934178,0.023421304923102952,0.03131925372132791,0.047184065013583534,0.12517765954722926
bayesian | a=1 | b=1 | critical_value=0.0036132812509638676,11,0.007763346470845495,0.010834308161211656,0.017404808765934178,0.023421304923102952,0.03131925372132791,0.047184065013583534,0.12517765954722926
bayesian | a=1 | b=1 | critical_value=0.0036132812509638676,12,0.007763346470845495,0.010834308161211656,0.017404808765934178,0.023421304923102952,0.03131925372132791,0.047184065013583534,0.12517765954722926
bayesian | a=1 | b=1 | critical_value=0.0036132812509638676,15,0.009333478025168717,0.013246587186813642,0.021807745122756343,0.029800346729045156,0.04044072772950296,0.062133361341914196,0.17043298106672192
bayesian | a=1 | b=1 | critical_value=0.0036132812509638676,16,0.009333478025168717,0.013246587186813642,0.021807745122756343,0.029800346729045156,0.04044072772950296,0.062133361341914196,0.17043298106672192
bayesian | a=1 | b=1 | critical_value=0.0036132812509638676,17,0.009333478025168717,0.013246587186813642,0.021807745122756343,0.029800346729045156,0.04044072772950296,0.062133361341914196,0.17043298106672192
bayesian | a=1 | b=1 | critical_value=0.0036132812509638676,18,0.01073471277140513,0.015482769362920997,0.02609061734939412,0.03616913287776293,0.04974881588533134,0.07775242599934291,0.21805045042588478
bayesian | a=1 | b=1 | critical_value=0.0036132812509638676,19,0.01073471277140513,0.015482769362920997,0.02609061734939412,0.03616913287776293,0.04974881588533134,0.07775242599934291,0.21805045042588478
bayesian | a=1 | b=1 | critical_value=0.0036132812509638676,20,0.013008395664865797,0.01910611549926615,0.032973487589711796,0.04630742615652938,0.06437262457643933,0.10165538039778912,0.2830132832309559
bayesian | a=1 | b=1 | critical_value=0.0036132812509638676,21,0.013008395664865797,0.01910611549926615,0.032973487589711796,0.04630742615652938,0.06437262457643933,0.10165538039778912,0.2830132832309559
bayesian | a=1 | b=1 | critical_value=0.0036132812509638676,22,0.013008395664865797,0.01910611549926615,0.032973487589711796,0.04630742615652938,0.06437262457643933,0.10165538039778912,0.2830132832309559
bayesian | a=1 | b=1 | critical_value=0.0036132812509638676,23,0.01451346355115505,0.021597649717578233,0.03794022018807548,0.05381656304069841,0.07544374568918791,0.1201834900796571,0.33372186590139985
bayesian | a=1 | b=1 | critical_value=0.0036132812509638676,24,0.01451346355115505,0.021597649717578233,0.03794022018807548,0.05381656304069841,0.07544374568918791,0.1201834900796571,0.33372186590139985
