legend,0.45,0.48,0.5,0.51,0.52,0.53,0.54,0.55,0.56,0.58,0.6,0.62,0.64,0.66,0.68,0.7
bayesian | a=100 | b=100 | critical_value=0.010498046875979005,2000.0,2000.0,2000.0,2000.0,2000.0,2000.0,2000.0,1886.0,1362.0,820.0,559.0,411.0,318.0,257.0,213.0,181.0
bayesian | a=500 | b=500 | critical_value=0.03222656250093554,2000.0,2000.0,2000.0,2000.0,2000.0,2000.0,2000.0,1796.0,1349.0,871.0,626.0,483.0,389.0,324.0,274.0,240.0
bayesian | a=1000 | b=1000 | critical_value=0.055664062500888664,2000.0,2000.0,2000.0,2000.0,2000.0,2000.0,2000.0,1784.0,1364.0,903.0,664.0,520.0,420.0,354.0,305.0,264.0
