legend,0.45,0.48,0.5,0.51,0.52,0.53,0.54,0.55,0.56,0.58,0.6,0.62,0.64,0.66,0.68,0.7
bayesian | a=100 | b=100 | critical_value=0.010498046875979005,2000.0,2000.0,2000.0,2000.0,2000.0,1909.0,1194.0,835.0,625.0,404.0,293.0,228.0,185.0,153.0,132.0,115.0
bayesian | a=500 | b=500 | critical_value=0.03222656250093554,2000.0,2000.0,2000.0,2000.0,2000.0,1796.0,1219.0,910.0,720.0,504.0,385.0,309.0,258.0,221.0,195.0,172.0
bayesian | a=1000 | b=1000 | critical_value=0.055664062500888664,2000.0,2000.0,2000.0,2000.0,2000.0,1786.0,1250.0,955.0,771.0,550.0,427.0,345.0,293.0,252.0,222.0,197.0
