legend,0.45,0.48,0.5,0.51,0.52,0.53,0.54,0.55,0.56,0.58,0.6,0.62,0.64,0.66,0.68,0.7
bayesian | a=100 | b=100 | critical_value=0.010498046875979005,2000.0,2000.0,2000.0,2000.0,1134.0,677.0,475.0,362.0,295.0,213.0,166.0,136.0,115.0,100.0,89.0,81.0
bayesian | a=500 | b=500 | critical_value=0.03222656250093554,2000.0,2000.0,2000.0,2000.0,1219.0,824.0,622.0,500.0,420.0,317.0,256.0,215.0,184.0,164.0,145.0,133.0
bayesian | a=1000 | b=1000 | critical_value=0.055664062500888664,2000.0,2000.0,2000.0,2000.0,1275.0,890.0,690.0,560.0,475.0,366.0,297.0,250.0,218.0,191.0,171.0,155.0
