,,0.5,0.52,0.55,0.57,0.59,0.62,0.7
clip     | n_total=5000 | alpha=0.100044677734375,10,0.0009677962837648478,0.0014335695168343446,0.0025143352763250643,0.0035831769173637015,0.00507924650767278,0.008346747941551663,0.028138612789471905
clip     | n_total=5000 | alpha=0.100044677734375,15,0.0031690080140527187,0.0049073019986063445,0.009074270063644212,0.013272172759214811,0.019178569421119267,0.03198457266747741,0.102922937373224
clip     | n_total=5000 | alpha=0.100044677734375,20,0.0037935685324287415,0.006101024914925396,0.011765449436034487,0.0175211508130615,0.025581524785199813,0.042661402355483144,0.12434591216865594
clip     | n_total=5000 | alpha=0.100044677734375,25,0.0036276049285813915,0.006054437833514707,0.012160465675133578,0.018420870876533164,0.027145447874741425,0.045186962740729364,0.11855806134283275
clip     | n_total=5000 | alpha=0.100044677734375,30,0.0032001796030599727,0.005541840555725562,0.011589502534812115,0.01785345554570824,0.026546396623146576,0.04408677295966479,0.10392509235855216
clip     | n_total=5000 | alpha=0.100044677734375,35,0.00032062604504909023,0.0006183460628555756,0.0014957561265087247,0.002510783391761547,0.004041533335189283,0.007435323022786091,0.02092823930525572
clip     | n_total=5000 | alpha=0.100044677734375,40,0.0007167627499313733,0.0014468004316848255,0.003696185865786419,0.006374911946697875,0.010472422056371302,0.01958572083430208,0.05286771744330039
clip     | n_total=5000 | alpha=0.100044677734375,45,0.000762729193560518,0.0015987957455242058,0.004258018494782332,0.007474380220664772,0.01239941527726469,0.02316403594441209,0.05637107104121855
clip     | n_total=5000 | alpha=0.100044677734375,50,0.0031654640581432803,0.006427851650106445,0.01610110384173416,0.026894869020447607,0.04208600829311621,0.07101106742232423,0.11921397985019998
clip     | n_total=5000 | alpha=0.100044677734375,55,0.0016090050907947647,0.003353680937935256,0.008588585909833182,0.014392471707759421,0.02237965761545667,0.03671046244845521,0.05038370766649653
clip     | n_total=5000 | alpha=0.100044677734375,60,0.0012460093829850748,0.0026947549516663457,0.0071839276359506295,0.012238944448797882,0.01919412151245436,0.031382908361131744,0.038531155126645636
clip     | n_total=5000 | alpha=0.100044677734375,65,0.001007948103549622,0.0022624691795614807,0.006281072381795788,0.010881581716231546,0.01721599509341707,0.028067813588906605,0.03085965000512238
clip     | n_total=5000 | alpha=0.100044677734375,70,0.0008289934243746898,0.001931493188143253,0.005584934214410834,0.009839851146476303,0.015706359472711744,0.02553518108994464,0.025142482998329194
clip     | n_total=5000 | alpha=0.100044677734375,75,0.0006879128947865653,0.001663843302665856,0.005011378112599246,0.008979706142641899,0.01446145649495683,0.023446246258754876,0.020671455399309084
clip     | n_total=5000 | alpha=0.100044677734375,80,0.000574193509450695,0.0014418163744469219,0.004523920988569811,0.008244657199854186,0.01339667196980611,0.02166005970746493,0.01709633000007004
clip     | n_total=5000 | alpha=0.100044677734375,85,0.0004813647101543538,0.001254969559925846,0.004102389598357036,0.007604378933584764,0.012467296271137178,0.020101903927974094,0.014201470205804173
clip     | n_total=5000 | alpha=0.100044677734375,90,0.00040495788654933417,0.0010962513352925534,0.003733790642783251,0.0070398275451194064,0.01164565204947326,0.01872536931964478,0.01183810620681143
clip     | n_total=5000 | alpha=0.100044677734375,95,0.0014520581595997032,0.0038090884603743493,0.012205282027623904,0.02189900351991154,0.03416966732718046,0.049607831884987574,0.021585191606274437
clip     | n_total=5000 | alpha=0.100044677734375,100,0.0006805221895057837,0.0018320578875702903,0.005997708313321814,0.010788213239284819,0.0167106117627277,0.02354012253240805,0.008300463386940134
clip     | n_total=5000 | alpha=0.100044677734375,105,0.0005091544035056884,0.0014230177152928908,0.0048519665585573,0.008873847035915702,0.01386293049837774,0.019458826680354153,0.006119397129936079
clip     | n_total=5000 | alpha=0.100044677734375,110,0.00040382232653043515,0.0011720455832841723,0.004163950010992116,0.0077456203019887334,0.012207574838889644,0.01708172216333409,0.004797025389868975
clip     | n_total=5000 | alpha=0.100044677734375,115,0.00032826096364215157,0.0009895211758545043,0.003663668674089595,0.006932139061232634,0.011023256814187586,0.015378054632614775,0.0038570404950191493
clip     | n_total=5000 | alpha=0.100044677734375,120,0.0011406562845111155,0.003332156181438958,0.011606244722198554,0.020896039765989024,0.03133623548564705,0.03945575964244661,0.006797149459716371
clip     | n_total=5000 | alpha=0.100044677734375,125,0.0005220485710607779,0.0015652370428629486,0.0055697681592180364,0.010051230946972476,0.014958852852129365,0.018263003511819816,0.002540491120820687
clip     | n_total=5000 | alpha=0.100044677734375,130,0.0003855228625387813,0.0012003482023939277,0.004449804700218711,0.008165504804472278,0.012256158770778193,0.014906854933941957,0.001846136309074952
clip     | n_total=5000 | alpha=0.100044677734375,135,0.0003029357415471689,0.0009797811760739832,0.0037856292201396873,0.007065959919979021,0.010699645267152176,0.012970650230835643,0.0014320088960067816
clip     | n_total=5000 | alpha=0.100044677734375,140,0.0002445361180934946,0.0008216811986322609,0.003309536425603845,0.006284012778147041,0.009600714597222133,0.01160134405959871,0.0011420138423939767
clip     | n_total=5000 | alpha=0.100044677734375,145,0.0008443932567273492,0.0027495117196967168,0.010416291591847008,0.01881524952603022,0.0271010360593193,0.029539233466220387,0.001991693054180557
clip     | n_total=5000 | alpha=0.100044677734375,150,0.00038423867374551437,0.0012844203365591595,0.004971868470315603,0.009001495810302785,0.012865549549385923,0.013591615478620783,0.0007379668783046455
clip     | n_total=5000 | alpha=0.100044677734375,155,0.0002827488400886874,0.0009818073913596254,0.003960423134821073,0.007291778843379818,0.01051086272508956,0.011060158143658122,0.0005337251961743955
clip     | n_total=5000 | alpha=0.100044677734375,160,0.0002215911359589903,0.0007995255383469665,0.0033624152995318634,0.006297565336274121,0.009158090475040495,0.009603146522774818,0.0004124218625176944
clip     | n_total=5000 | alpha=0.100044677734375,165,0.0007478101440319109,0.0026147452783233023,0.010342084292856771,0.01842483017124252,0.02525603920448842,0.02387876129712218,0.0007010789655353252
clip     | n_total=5000 | alpha=0.100044677734375,170,0.00033485321396958237,0.0012020391258598473,0.0048576645677038946,0.00867275026816419,0.011793672820204687,0.010801423912227383,0.000254619547988967
clip     | n_total=5000 | alpha=0.100044677734375,175,0.0002443007722677853,0.0009111792253660386,0.0038379627331983977,0.00696859404476526,0.009556863527840905,0.008716562209608682,0.00018234003206829015
clip     | n_total=5000 | alpha=0.100044677734375,180,0.00019028552803236628,0.0007376286374512752,0.0032398763648702686,0.005984444808254431,0.008279646529188115,0.007524032323389422,0.00013986616535943894
clip     | n_total=5000 | alpha=0.100044677734375,185,0.0006384722657593525,0.0023983703065964235,0.009905887746657911,0.017401289499504993,0.02268752963939455,0.018579794621696292,0.00023556924794719845
clip     | n_total=5000 | alpha=0.100044677734375,190,0.0002843875623368134,0.0010969333931804528,0.004629403779887896,0.008149422577307806,0.010539106916207245,0.008357496953344479,8.48735014940698e-05
clip     | n_total=5000 | alpha=0.100044677734375,195,0.0002067866730904909,0.0008289096118083175,0.0036469675398310038,0.006529370064095164,0.008515639272632936,0.006723747302757653,6.0503887780375784e-05
clip     | n_total=5000 | alpha=0.100044677734375,200,0.0006655333205305054,0.0025853429590981815,0.010696213547745453,0.018211321816489923,0.022380322676549422,0.015921409394436772,9.760076573793609e-05
clip     | n_total=5000 | alpha=0.100044677734375,205,0.00028896661704584463,0.001152533537800756,0.0048709609813521225,0.00830843688739589,0.010124075565935121,0.006969081273086021,3.4107854323064275e-05
clip     | n_total=5000 | alpha=0.100044677734375,210,0.00020749952769069573,0.0008601956923962485,0.003790375243993603,0.006575425664761437,0.008079849926932685,0.005536783986136093,2.3978564602301496e-05
clip     | n_total=5000 | alpha=0.100044677734375,215,0.0001597993134505992,0.0006887689122344101,0.0031659022070195547,0.005587514457980586,0.006926091744290799,0.004727145821474137,1.8142049596867903e-05
clip     | n_total=5000 | alpha=0.100044677734375,220,0.0005303030978229876,0.0022147837644847022,0.009569815870506412,0.016057097032172202,0.018747796486310607,0.011520468898271794,3.0029156084339274e-05
clip     | n_total=5000 | alpha=0.100044677734375,225,0.00023382726315620254,0.0010030178326843392,0.004428899152307,0.007446013780851702,0.008621017197147543,0.005125989901823808,1.0654745636735923e-05
clip     | n_total=5000 | alpha=0.100044677734375,230,0.00016891832895649727,0.0007533096951240031,0.003468880522157565,0.005931782095595567,0.006925682487192558,0.004098754208596701,7.528071132416798e-06
clip     | n_total=5000 | alpha=0.100044677734375,235,0.0005404090262007881,0.0023352841823982965,0.010108525828401051,0.016432092691584504,0.018068863781204682,0.009625244537959042,1.19902674593072e-05
clip     | n_total=5000 | alpha=0.100044677734375,240,0.00023321044804442743,0.0010350128946518785,0.004577294768080673,0.0074536779675030765,0.008124809053254961,0.0041850406613765136,4.144318684614327e-06
clip     | n_total=5000 | alpha=0.100044677734375,245,0.00016676671082354927,0.0007695769480780433,0.003549690349480966,0.005879232435939331,0.006462209592709354,0.0033124571314065493,2.894500744881919e-06
clip     | n_total=5000 | alpha=0.100044677734375,250,0.00012799195671288184,0.000614350831731274,0.002956978316835358,0.004983002113915848,0.005524818809007828,0.0028196499899300715,2.1773688248002556e-06
clip     | n_total=5000 | alpha=0.100044677734375,255,0.0004235915492715802,0.0019698773345369256,0.008909464218434025,0.014268033366783528,0.014892752334391083,0.00683615883238679,3.5689944032629865e-06
clip     | n_total=5000 | alpha=0.100044677734375,260,0.00018614711530349405,0.0008893803697942188,0.0041114522743905665,0.0065969816556515634,0.0068266962140423135,0.003030133002954284,1.2561754960514007e-06
clip     | n_total=5000 | alpha=0.100044677734375,265,0.00013413573809087253,0.0006665495171073497,0.003214571451404458,0.0052465453914964195,0.005474650570706031,0.0024178284070483073,8.831836005488902e-07
clip     | n_total=5000 | alpha=0.100044677734375,270,0.0004284460576550364,0.002062773500477221,0.009347642261752696,0.014497227543927162,0.014239475449224763,0.005654536026748239,1.3943907221792213e-06
clip     | n_total=5000 | alpha=0.100044677734375,275,0.00018446115095019735,0.0009123830290649985,0.004225004815145707,0.006563593985903506,0.006389396103964428,0.002451794613015152,4.785884800665308e-07
clip     | n_total=5000 | alpha=0.100044677734375,280,0.00013166251676184675,0.0006774142270672799,0.003272918799036332,0.005171909104615422,0.0050764659346201925,0.0019378256804393722,3.3282770906247964e-07
clip     | n_total=5000 | alpha=0.100044677734375,285,0.0004170270513894243,0.0020787889767880227,0.009436095261701747,0.014166923148267504,0.013086497407208766,0.00448986501005604,5.19626781214227e-07
clip     | n_total=5000 | alpha=0.100044677734375,290,0.00017833395933315044,0.0009133389453788519,0.0042365351565483884,0.006370694890149425,0.005831385358797315,0.0019325452552222903,1.7664802404034822e-07
clip     | n_total=5000 | alpha=0.100044677734375,295,0.00012678531358210007,0.0006755467674542386,0.003269802424942768,0.005001556506416587,0.004615974543299251,0.0015214950432510174,1.2220614315086837e-07
clip     | n_total=5000 | alpha=0.100044677734375,300,0.0004000599847994788,0.0020651158360816767,0.00938943783956516,0.013643199703705462,0.01184710418766229,0.003508170793026234,1.8948972484834367e-07
clip     | n_total=5000 | alpha=0.100044677734375,305,0.0001704730195992426,0.0009042171503892329,0.0042012645126041515,0.006113965882710874,0.005260140795604785,0.0015040489264707235,6.403002587055183e-08
clip     | n_total=5000 | alpha=0.100044677734375,310,0.00012091747886672837,0.0006673673969204659,0.0032360703381885915,0.004790450020607064,0.004155332633189231,0.0011815199054764113,4.4139071016776905e-08
clip     | n_total=5000 | alpha=0.100044677734375,315,9.220246356071998e-05,0.0005296968652794647,0.0026819453380672207,0.004039912048238434,0.0035343473850477716,0.0009998769108815475,3.282849083092821e-08
clip     | n_total=5000 | alpha=0.100044677734375,320,0.0003035301776092707,0.0016890451168275796,0.008029945849550022,0.011485922562491814,0.009450153393023254,0.0023997291860654614,5.2795659466851876e-08
clip     | n_total=5000 | alpha=0.100044677734375,325,0.00013254746663830688,0.0007582136539356443,0.003685462076380358,0.005281007674758907,0.004305695498097368,0.001055867209192863,1.8292879630877066e-08
clip     | n_total=5000 | alpha=0.100044677734375,330,9.50680059524334e-05,0.0005660187783774785,0.0028720418885787302,0.004186639325529936,0.003441505168601443,0.0008391119715468589,1.2737908267414497e-08
clip     | n_total=5000 | alpha=0.100044677734375,335,0.00030270016189317236,0.001745695023640295,0.008316627050734528,0.011510884262255957,0.008897343685624226,0.0019465948278301957,1.9768975312075375e-08
clip     | n_total=5000 | alpha=0.100044677734375,340,0.00012974452734786524,0.000769147083464248,0.003745665949327779,0.005192303705517682,0.003975784238979805,0.000839440535139009,6.691977821151488e-09
clip     | n_total=5000 | alpha=0.100044677734375,345,9.228384597499879e-05,0.0005694930307348355,0.002895463060937432,0.004083195455374541,0.0031520518043427885,0.0006615667649407615,4.614304305027769e-09
clip     | n_total=5000 | alpha=0.100044677734375,350,0.0002917684650432574,0.0017439888080882813,0.008323892841178121,0.011143570803034297,0.008087051467470512,0.0015223808659766962,7.089563247530322e-09
clip     | n_total=5000 | alpha=0.100044677734375,355,0.00012436385779829984,0.0007641949523974022,0.0037284737563278493,0.004998760912063438,0.003593096058814823,0.0006525002194803201,2.3798027028179297e-09
clip     | n_total=5000 | alpha=0.100044677734375,360,8.817337973957626e-05,0.0005641067921322916,0.002873801949301894,0.003919637881489269,0.002840290701136161,0.0005126305991934797,1.6335086934431247e-09
clip     | n_total=5000 | alpha=0.100044677734375,365,0.00027796740723959085,0.0017224111463620803,0.0082358439713066,0.010661870090530878,0.0072613439771794745,0.001174909166270827,2.4943686559259508e-09
clip     | n_total=5000 | alpha=0.100044677734375,370,0.00011815763929576119,0.0007527654396187549,0.0036795496439878937,0.004770110698076579,0.0032173215091796962,0.0005020032481407138,8.329026099327861e-10
clip     | n_total=5000 | alpha=0.100044677734375,375,8.362372697547848e-05,0.0005547716665381524,0.0028319032880640776,0.0037348903478775174,0.0025394231618167595,0.0003937265508039982,5.69937110370759e-10
clip     | n_total=5000 | alpha=0.100044677734375,380,0.00026322233045291907,0.0016912209310586423,0.00810136077286236,0.010139351946440882,0.0064777466491295526,0.0008999416987538718,8.660312638697559e-10
clip     | n_total=5000 | alpha=0.100044677734375,385,0.00011170247818866778,0.0007379881689708339,0.0036140645106868545,0.00452934529509508,0.0028653456862167285,0.000383745868196121,2.879878838400731e-10
