legend,0.45,0.48,0.5,0.51,0.52,0.53,0.54,0.55,0.56,0.58,0.6,0.62,0.64,0.66,0.68,0.7
bravo    | p=0.7 | alpha=0.058559570312499996,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,218.0,132.0,95.0,69.0
bravo    | p=0.55 | alpha=0.12489941406249999,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,239.0,180.0,144.0,119.0,100.0,88.0
bravo    | p=0.52 | alpha=0.350259765625,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,233.0,184.0,152.0,127.0,111.0,97.0
