legend,0.45,0.48,0.5,0.51,0.52,0.53,0.54,0.55,0.56,0.58,0.6,0.62,0.64,0.66,0.68,0.7
bravo    | p=0.7 | alpha=0.058559570312499996,44.0,59.0,69.0,79.0,87.0,102.0,115.0,130.0,142.0,165.0,175.0,170.0,150.0,122.0,92.0,69.0
bravo    | p=0.55 | alpha=0.12489941406249999,197.0,220.0,227.0,229.0,231.0,231.0,231.0,229.0,224.0,218.0,199.0,172.0,142.0,119.0,100.0,88.0
bravo    | p=0.52 | alpha=0.350259765625,225.0,233.0,235.0,235.0,235.0,235.0,233.0,231.0,229.0,221.0,205.0,178.0,152.0,127.0,111.0,97.0
