legend,0.45,0.48,0.5,0.51,0.52,0.53,0.54,0.55,0.56,0.58,0.6,0.62,0.64,0.66,0.68,0.7
bravo    | p=0.7 | alpha=1,1998.2585148575658,1988.4137873753841,1965.6081325844136,1943.4507961552265,1909.631518096485,1859.3998005174517,1786.7261579667847,1684.3057060366002,1543.8734068336485,1120.5452452347147,570.5875468864688,235.23028033084904,143.356076538785,116.55709893683664,106.30814760058634,102.177754825531
bravo    | p=0.55 | alpha=0.0996561279296875,1999.636575238934,1991.3371577694195,1927.56543717941,1808.1581491645027,1564.3530266271048,1205.807063342203,846.4643972038109,590.0215790417976,437.88477675237056,289.38976931539906,218.8757747711284,177.57481162632817,150.16630819737355,130.63650119762872,116.82223438306131,107.95455702737925
bravo    | p=0.51 | alpha=0.28196875,1999.9997967218076,1999.5010799463096,1968.168678870467,1862.5590232161962,1621.0420478364836,1292.0890361047905,998.652824225218,793.3626645621848,656.6836534001251,491.8117609828274,396.7555959618529,334.9347169203635,290.71712151891774,256.5754976037496,230.00914399378027,212.1407380135234
