legend,0.45,0.48,0.5,0.51,0.52,0.53,0.54,0.55,0.56,0.58,0.6,0.62,0.64,0.66,0.68,0.7
bayesian | a=1 | b=1 | min_stop=50 | critical_value=0.004028320313491943,0.0009998708825684252,0.00723710956919738,0.04961316162026574,0.999999999999994,0.9999999999999938,0.9999999999999952,0.999999999999997,0.9999999999999968,0.9999999999999964,0.9999999999999982,0.9999999999999982,0.9999999999999992,0.9999999999999984,0.999999999999998,0.9999999999999998,0.999999999999999
max_sprt | min_stop=50 | alpha=0.11026562499999999,0.003208639784029576,0.016835189690397753,0.04908472644222064,0.08457012218772669,0.1489116788907167,0.27287028818948283,0.5356771578156911,0.9999999999999956,0.9999999999999968,0.9999999999999976,0.999999999999999,0.9999999999999988,0.9999999999999992,0.9999999999999992,0.9999999999999992,1.0
bravo    | p=0.7 | min_stop=50 | alpha=0.48428088378906253,0.005172060554541319,0.01987082892962693,0.04415919315204205,0.06404491354339685,0.09128105791127183,0.12793768494819607,0.17645259390122028,0.23964241204824446,0.3207053297026365,0.5503623851214515,0.8747412418469437,0.9999999999999984,0.9999999999999988,0.9999999999999992,0.9999999999999992,0.999999999999999
bravo    | p=0.55 | min_stop=50 | alpha=0.19599523925781248,0.0013705753450717216,0.011955188139738749,0.049459684366933133,0.10023804489284108,0.2029010416368052,0.4105724590997269,0.8155445530734249,0.999999999999997,0.9999999999999972,0.9999999999999988,0.9999999999999979,0.9999999999999992,0.9999999999999988,0.999999999999999,0.9999999999999992,0.9999999999999988
clip     | min_stop=50 | alpha=0.141484375,0.0032097391224505905,0.016877848959721355,0.0493886299734064,0.08539643388067268,0.15123252315199268,0.27929260299115755,0.5533314373978901,0.9999999999999968,0.9999999999999972,0.9999999999999976,0.9999999999999988,0.9999999999999984,0.9999999999999992,0.9999999999999988,0.9999999999999992,1.0
bravo_without_replacement | p=0.7 | min_stop=50 | alpha=0.4457452392578125,0.009148417906630164,0.030099743716777656,0.0608190529864935,0.9999999999999944,0.9999999999999944,0.9999999999999948,0.9999999999999952,0.9999999999999956,0.9999999999999952,0.9999999999999968,0.9999999999999984,0.9999999999999988,0.9999999999999988,0.9999999999999996,0.9999999999999992,0.9999999999999994
bravo_without_replacement | p=0.55 | min_stop=50 | alpha=0.0644130859375,0.00015798465609793408,0.004953289755164035,0.04946956353861421,0.9999999999999944,0.9999999999999942,0.9999999999999954,0.9999999999999964,0.9999999999999972,0.9999999999999976,0.999999999999998,0.9999999999999986,0.9999999999999976,0.9999999999999988,0.9999999999999986,0.9999999999999988,0.999999999999999
truncated_bayesian | a=1 | b=1 | min_stop=50 | critical_value=0.29534186263084405,0.004117141493144115,0.018456815873812257,0.04719982911237211,0.07509580130412437,0.1203525802727803,0.19706435363523372,0.3365515902697,0.6162456053977118,0.9999999999999974,0.9999999999999972,0.9999999999999994,0.9999999999999984,0.999999999999999,0.9999999999999984,0.9999999999999992,0.9999999999999986
bayesian_with_replacement | a=1 | b=1 | min_stop=50 | critical_value=0.01855468750962891,0.003208639784759321,0.01683525908867061,0.04909749956133709,0.08466736025683276,0.14948370967605382,0.2758944898753692,0.5464583984531715,0.999999999999996,0.9999999999999974,0.9999999999999978,0.9999999999999992,0.999999999999999,0.9999999999999988,0.9999999999999992,0.9999999999999992,1.0
