legend,0.45,0.48,0.5,0.51,0.52,0.53,0.54,0.55,0.56,0.58,0.6,0.62,0.64,0.66,0.68,0.7
bayesian | a=1 | b=1 | min_stop=50 | critical_value=0.004028320313491943,64.70974358797318,94.41149507151596,235.90687040336033,454.83530330416687,400.2036141717369,343.36815082880895,292.3392551816508,248.94270038951038,212.86543549974013,158.80492109992062,122.4461667179847,97.80978788154728,80.96148748069777,69.45624582063175,61.72267864067917,56.68133780188879
max_sprt | min_stop=50 | alpha=0.11026562499999999,63.548703445424565,74.70557547663304,91.29192136992373,105.93314170918109,128.4754216405372,163.76948300728515,220.25700426199347,275.00185967209904,216.44607764159485,145.6283735216563,107.02712308793636,84.41860561894597,70.62286706440352,62.06665918964058,56.7865035573357,53.610577026719945
bravo    | p=0.7 | min_stop=50 | alpha=0.48428088378906253,54.08702453302465,56.180269900123996,58.35963051355754,59.825334000909464,61.6470723691655,63.945026195291824,66.89359099528424,70.75322000731587,75.92473139546944,92.75600006658024,122.53346062066844,101.08637621939228,74.16019640181467,61.817786633582955,55.71237646383461,52.64512055693938
bravo    | p=0.55 | min_stop=50 | alpha=0.19599523925781248,81.73545746086549,105.80566431540657,133.74149469135014,154.11678200809285,181.36243714763572,219.10519944191572,269.3410328914013,244.89268864204902,199.2281448540949,143.0990831003544,110.91306362395277,90.61354662041786,77.04073050230981,67.69215700783964,61.217122365549834,56.80097926599015
clip     | min_stop=50 | alpha=0.141484375,63.58736878697554,74.95829042002102,91.93447869596258,107.10003649587084,130.55526369336584,167.0531931026099,224.970245294044,272.66072404394004,215.05763576176616,145.16988866804863,106.86669456805944,84.364325440466,70.6100783962348,62.0648384240331,56.78635847250735,53.610571099029954
bravo_without_replacement | p=0.7 | min_stop=50 | alpha=0.4457452392578125,51.51257868742821,52.93640720066302,54.62332268585532,456.28194710619437,434.7148144293968,410.36454516812665,382.82053330231,351.6553026896287,316.60018873220633,235.96999532294856,153.61926309617348,97.0782701863954,71.36134787808841,60.0278218879883,54.6153134674771,52.01411510667828
bravo_without_replacement | p=0.55 | min_stop=50 | alpha=0.0644130859375,131.24454167636594,176.36010471036425,231.72965668121068,458.6841863444561,406.3243430910849,339.0768936375452,282.23650446776315,240.39958517577088,208.70046459298482,164.14127568695787,134.86143408024506,114.51575149759873,99.68000087630348,88.40300018028887,79.52066086117566,72.33771813640108
truncated_bayesian | a=1 | b=1 | min_stop=50 | critical_value=0.29534186263084405,58.86010855351871,65.26599101198187,74.9161970024062,83.37499915187756,96.49957410403587,117.81346379026745,152.8896926264573,210.00621239465667,248.5130793120972,157.34672979723595,110.77871100413144,84.99664396238296,70.04651240459494,61.2121212032369,56.02664537908692,53.06884408543501
bayesian_with_replacement | a=1 | b=1 | min_stop=50 | critical_value=0.01855468750962891,63.548703505888284,74.70661974616918,91.35357091593815,106.19392180529749,129.31406759458704,166.1253693231651,223.82215438867053,273.9517369120631,215.98440709687125,145.5782350003384,107.02485823350159,84.41858497963312,70.62286704207207,62.06665918963905,56.7865035573357,53.610577026719945
