legend,0.45,0.48,0.5,0.51,0.52,0.53,0.54,0.55,0.56,0.58,0.6,0.62,0.64,0.66,0.68,0.7
bravo_without_replacement | p=0.7 | alpha=0.05807177734374999,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,170.0,64.0,44.0,34.0,27.0,22.0,19.0,16.0
bravo_without_replacement | p=0.55 | alpha=0.0761201171875,500.0,500.0,500.0,500.0,500.0,379.0,274.0,218.0,182.0,136.0,111.0,92.0,80.0,71.0,63.0,59.0
bravo_without_replacement | p=0.52 | alpha=0.22928710937499996,500.0,500.0,500.0,500.0,500.0,394.0,315.0,263.0,226.0,178.0,147.0,125.0,111.0,97.0,86.0,80.0
