legend,0.45,0.48,0.5,0.51,0.52,0.53,0.54,0.55,0.56,0.58,0.6,0.62,0.64,0.66,0.68,0.7
bravo_without_replacement | p=0.7 | alpha=0.05807177734374999,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,127.0,74.0,52.0,39.0,34.0,29.0
bravo_without_replacement | p=0.55 | alpha=0.0761201171875,500.0,500.0,500.0,500.0,500.0,500.0,490.0,356.0,279.0,197.0,151.0,124.0,103.0,90.0,80.0,69.0
bravo_without_replacement | p=0.52 | alpha=0.22928710937499996,500.0,500.0,500.0,500.0,500.0,500.0,463.0,372.0,309.0,232.0,186.0,155.0,133.0,117.0,105.0,92.0
