legend,0.45,0.48,0.5,0.51,0.52,0.53,0.54,0.55,0.56,0.58,0.6,0.62,0.64,0.66,0.68,0.7
bravo_without_replacement | p=0.7 | alpha=0.05807177734374999,14.0,16.0,16.0,16.0,19.0,19.0,22.0,24.0,24.0,29.0,32.0,29.0,27.0,22.0,19.0,16.0
bravo_without_replacement | p=0.55 | alpha=0.0761201171875,111.0,151.0,180.0,191.0,197.0,197.0,191.0,180.0,166.0,134.0,111.0,92.0,80.0,71.0,63.0,59.0
bravo_without_replacement | p=0.51 | alpha=0.4385502929687499,232.0,282.0,296.0,296.0,290.0,282.0,266.0,250.0,230.0,190.0,160.0,136.0,120.0,108.0,96.0,88.0
