,,0.5,0.45,0.48,0.5,0.51,0.52,0.53,0.54,0.55,0.56,0.58,0.6,0.62,0.64,0.66,0.68,0.7
max_sprt | alpha=0.05,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
max_sprt | alpha=0.05,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
max_sprt | alpha=0.05,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
max_sprt | alpha=0.05,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
max_sprt | alpha=0.05,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
max_sprt | alpha=0.05,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
max_sprt | alpha=0.05,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
max_sprt | alpha=0.05,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
max_sprt | alpha=0.05,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
max_sprt | alpha=0.05,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
max_sprt | alpha=0.05,10,0.010133187128853485,0.004178988706335493,0.007203612179597225,0.010133187128853485,0.011945736704290557,0.014028362296218901,0.016412853034340563,0.019133593161604984,0.02222763286772072,0.025734741773251253,0.03416101590830145,0.044785575045121644,0.0580243265674991,0.07433235168184053,0.09419730831683838,0.11812905742465812,0.1466446492473839
max_sprt | alpha=0.05,11,0.010133187128853485,0.004178988706335493,0.007203612179597225,0.010133187128853485,0.011945736704290557,0.014028362296218901,0.016412853034340563,0.019133593161604984,0.02222763286772072,0.025734741773251253,0.03416101590830145,0.044785575045121644,0.0580243265674991,0.07433235168184053,0.09419730831683838,0.11812905742465812,0.1466446492473839
max_sprt | alpha=0.05,12,0.010133187128853485,0.004178988706335493,0.007203612179597225,0.010133187128853485,0.011945736704290557,0.014028362296218901,0.016412853034340563,0.019133593161604984,0.02222763286772072,0.025734741773251253,0.03416101590830145,0.044785575045121644,0.0580243265674991,0.07433235168184053,0.09419730831683838,0.11812905742465812,0.1466446492473839
max_sprt | alpha=0.05,13,0.010133187128853485,0.004178988706335493,0.007203612179597225,0.010133187128853485,0.011945736704290557,0.014028362296218901,0.016412853034340563,0.019133593161604984,0.02222763286772072,0.025734741773251253,0.03416101590830145,0.044785575045121644,0.0580243265674991,0.07433235168184053,0.09419730831683838,0.11812905742465812,0.1466446492473839
max_sprt | alpha=0.05,14,0.010133187128853485,0.004178988706335493,0.007203612179597225,0.010133187128853485,0.011945736704290557,0.014028362296218901,0.016412853034340563,0.019133593161604984,0.02222763286772072,0.025734741773251253,0.03416101590830145,0.044785575045121644,0.0580243265674991,0.07433235168184053,0.09419730831683838,0.11812905742465812,0.1466446492473839
max_sprt | alpha=0.05,15,0.010133187128853485,0.004178988706335493,0.007203612179597225,0.010133187128853485,0.011945736704290557,0.014028362296218901,0.016412853034340563,0.019133593161604984,0.02222763286772072,0.025734741773251253,0.03416101590830145,0.044785575045121644,0.0580243265674991,0.07433235168184053,0.09419730831683838,0.11812905742465812,0.1466446492473839
max_sprt | alpha=0.05,16,0.010133187128853485,0.004178988706335493,0.007203612179597225,0.010133187128853485,0.011945736704290557,0.014028362296218901,0.016412853034340563,0.019133593161604984,0.02222763286772072,0.025734741773251253,0.03416101590830145,0.044785575045121644,0.0580243265674991,0.07433235168184053,0.09419730831683838,0.11812905742465812,0.1466446492473839
max_sprt | alpha=0.05,17,0.010133187128853485,0.004178988706335493,0.007203612179597225,0.010133187128853485,0.011945736704290557,0.014028362296218901,0.016412853034340563,0.019133593161604984,0.02222763286772072,0.025734741773251253,0.03416101590830145,0.044785575045121644,0.0580243265674991,0.07433235168184053,0.09419730831683838,0.11812905742465812,0.1466446492473839
max_sprt | alpha=0.05,18,0.010133187128853485,0.004178988706335493,0.007203612179597225,0.010133187128853485,0.011945736704290557,0.014028362296218901,0.016412853034340563,0.019133593161604984,0.02222763286772072,0.025734741773251253,0.03416101590830145,0.044785575045121644,0.0580243265674991,0.07433235168184053,0.09419730831683838,0.11812905742465812,0.1466446492473839
max_sprt | alpha=0.05,19,0.010133187128853485,0.004178988706335493,0.007203612179597225,0.010133187128853485,0.011945736704290557,0.014028362296218901,0.016412853034340563,0.019133593161604984,0.02222763286772072,0.025734741773251253,0.03416101590830145,0.044785575045121644,0.0580243265674991,0.07433235168184053,0.09419730831683838,0.11812905742465812,0.1466446492473839
max_sprt | alpha=0.05,20,0.013497770715326207,0.005019243257492254,0.009186819003592094,0.013497770715326207,0.016274199213399967,0.019552705613008724,0.023409017310210004,0.027926885273448086,0.03319816051235107,0.03932266967047962,0.05456806670263001,0.07459952525114424,0.10042327227955483,0.13305006552428633,0.17340007321924536,0.22217804714653022,0.27972423214714526
max_sprt | alpha=0.05,21,0.013497770715326207,0.005019243257492254,0.009186819003592094,0.013497770715326207,0.016274199213399967,0.019552705613008724,0.023409017310210004,0.027926885273448086,0.03319816051235107,0.03932266967047962,0.05456806670263001,0.07459952525114424,0.10042327227955483,0.13305006552428633,0.17340007321924536,0.22217804714653022,0.27972423214714526
max_sprt | alpha=0.05,22,0.013497770715326207,0.005019243257492254,0.009186819003592094,0.013497770715326207,0.016274199213399967,0.019552705613008724,0.023409017310210004,0.027926885273448086,0.03319816051235107,0.03932266967047962,0.05456806670263001,0.07459952525114424,0.10042327227955483,0.13305006552428633,0.17340007321924536,0.22217804714653022,0.27972423214714526
max_sprt | alpha=0.05,23,0.013497770715326207,0.005019243257492254,0.009186819003592094,0.013497770715326207,0.016274199213399967,0.019552705613008724,0.023409017310210004,0.027926885273448086,0.03319816051235107,0.03932266967047962,0.05456806670263001,0.07459952525114424,0.10042327227955483,0.13305006552428633,0.17340007321924536,0.22217804714653022,0.27972423214714526
max_sprt | alpha=0.05,24,0.013497770715326207,0.005019243257492254,0.009186819003592094,0.013497770715326207,0.016274199213399967,0.019552705613008724,0.023409017310210004,0.027926885273448086,0.03319816051235107,0.03932266967047962,0.05456806670263001,0.07459952525114424,0.10042327227955483,0.13305006552428633,0.17340007321924536,0.22217804714653022,0.27972423214714526
max_sprt | alpha=0.05,25,0.013497770715326207,0.005019243257492254,0.009186819003592094,0.013497770715326207,0.016274199213399967,0.019552705613008724,0.023409017310210004,0.027926885273448086,0.03319816051235107,0.03932266967047962,0.05456806670263001,0.07459952525114424,0.10042327227955483,0.13305006552428633,0.17340007321924536,0.22217804714653022,0.27972423214714526
max_sprt | alpha=0.05,26,0.013497770715326207,0.005019243257492254,0.009186819003592094,0.013497770715326207,0.016274199213399967,0.019552705613008724,0.023409017310210004,0.027926885273448086,0.03319816051235107,0.03932266967047962,0.05456806670263001,0.07459952525114424,0.10042327227955483,0.13305006552428633,0.17340007321924536,0.22217804714653022,0.27972423214714526
max_sprt | alpha=0.05,27,0.013497770715326207,0.005019243257492254,0.009186819003592094,0.013497770715326207,0.016274199213399967,0.019552705613008724,0.023409017310210004,0.027926885273448086,0.03319816051235107,0.03932266967047962,0.05456806670263001,0.07459952525114424,0.10042327227955483,0.13305006552428633,0.17340007321924536,0.22217804714653022,0.27972423214714526
max_sprt | alpha=0.05,28,0.013497770715326207,0.005019243257492254,0.009186819003592094,0.013497770715326207,0.016274199213399967,0.019552705613008724,0.023409017310210004,0.027926885273448086,0.03319816051235107,0.03932266967047962,0.05456806670263001,0.07459952525114424,0.10042327227955483,0.13305006552428633,0.17340007321924536,0.22217804714653022,0.27972423214714526
max_sprt | alpha=0.05,29,0.013497770715326207,0.005019243257492254,0.009186819003592094,0.013497770715326207,0.016274199213399967,0.019552705613008724,0.023409017310210004,0.027926885273448086,0.03319816051235107,0.03932266967047962,0.05456806670263001,0.07459952525114424,0.10042327227955483,0.13305006552428633,0.17340007321924536,0.22217804714653022,0.27972423214714526
max_sprt | alpha=0.05,30,0.017552832689729497,0.005758535976356168,0.011322778410576682,0.017552832689729497,0.021757177967373628,0.026876689154056072,0.03307617975959753,0.04053843226192682,0.04946264840704635,0.06006170991282368,0.08717818912388747,0.12367085899997918,0.17112166825339814,0.2305749364632939,0.302158915822509,0.38474171860408457,0.4757236856208089
max_sprt | alpha=0.05,31,0.017552832689729497,0.005758535976356168,0.011322778410576682,0.017552832689729497,0.021757177967373628,0.026876689154056072,0.03307617975959753,0.04053843226192682,0.04946264840704635,0.06006170991282368,0.08717818912388747,0.12367085899997918,0.17112166825339814,0.2305749364632939,0.302158915822509,0.38474171860408457,0.4757236856208089
max_sprt | alpha=0.05,32,0.017552832689729497,0.005758535976356168,0.011322778410576682,0.017552832689729497,0.021757177967373628,0.026876689154056072,0.03307617975959753,0.04053843226192682,0.04946264840704635,0.06006170991282368,0.08717818912388747,0.12367085899997918,0.17112166825339814,0.2305749364632939,0.302158915822509,0.38474171860408457,0.4757236856208089
max_sprt | alpha=0.05,33,0.017552832689729497,0.005758535976356168,0.011322778410576682,0.017552832689729497,0.021757177967373628,0.026876689154056072,0.03307617975959753,0.04053843226192682,0.04946264840704635,0.06006170991282368,0.08717818912388747,0.12367085899997918,0.17112166825339814,0.2305749364632939,0.302158915822509,0.38474171860408457,0.4757236856208089
max_sprt | alpha=0.05,34,0.017552832689729497,0.005758535976356168,0.011322778410576682,0.017552832689729497,0.021757177967373628,0.026876689154056072,0.03307617975959753,0.04053843226192682,0.04946264840704635,0.06006170991282368,0.08717818912388747,0.12367085899997918,0.17112166825339814,0.2305749364632939,0.302158915822509,0.38474171860408457,0.4757236856208089
max_sprt | alpha=0.05,35,0.017552832689729497,0.005758535976356168,0.011322778410576682,0.017552832689729497,0.021757177967373628,0.026876689154056072,0.03307617975959753,0.04053843226192682,0.04946264840704635,0.06006170991282368,0.08717818912388747,0.12367085899997918,0.17112166825339814,0.2305749364632939,0.302158915822509,0.38474171860408457,0.4757236856208089
max_sprt | alpha=0.05,36,0.017552832689729497,0.005758535976356168,0.011322778410576682,0.017552832689729497,0.021757177967373628,0.026876689154056072,0.03307617975959753,0.04053843226192682,0.04946264840704635,0.06006170991282368,0.08717818912388747,0.12367085899997918,0.17112166825339814,0.2305749364632939,0.302158915822509,0.38474171860408457,0.4757236856208089
max_sprt | alpha=0.05,37,0.017552832689729497,0.005758535976356168,0.011322778410576682,0.017552832689729497,0.021757177967373628,0.026876689154056072,0.03307617975959753,0.04053843226192682,0.04946264840704635,0.06006170991282368,0.08717818912388747,0.12367085899997918,0.17112166825339814,0.2305749364632939,0.302158915822509,0.38474171860408457,0.4757236856208089
max_sprt | alpha=0.05,38,0.017552832689729497,0.005758535976356168,0.011322778410576682,0.017552832689729497,0.021757177967373628,0.026876689154056072,0.03307617975959753,0.04053843226192682,0.04946264840704635,0.06006170991282368,0.08717818912388747,0.12367085899997918,0.17112166825339814,0.2305749364632939,0.302158915822509,0.38474171860408457,0.4757236856208089
max_sprt | alpha=0.05,39,0.017552832689729497,0.005758535976356168,0.011322778410576682,0.017552832689729497,0.021757177967373628,0.026876689154056072,0.03307617975959753,0.04053843226192682,0.04946264840704635,0.06006170991282368,0.08717818912388747,0.12367085899997918,0.17112166825339814,0.2305749364632939,0.302158915822509,0.38474171860408457,0.4757236856208089
max_sprt | alpha=0.05,40,0.020569230459094083,0.0061609931895081635,0.012745585965439383,0.020569230459094083,0.0260370875037943,0.032848389653460625,0.041272264926031296,0.051606449233582694,0.06417157004085203,0.07930217301574716,0.11858888565744058,0.1718584570911207,0.24059242015690657,0.32463661359687823,0.42161293643411224,0.5267328112767604,0.6332293087401963
max_sprt | alpha=0.05,41,0.020569230459094083,0.0061609931895081635,0.012745585965439383,0.020569230459094083,0.0260370875037943,0.032848389653460625,0.041272264926031296,0.051606449233582694,0.06417157004085203,0.07930217301574716,0.11858888565744058,0.1718584570911207,0.24059242015690657,0.32463661359687823,0.42161293643411224,0.5267328112767604,0.6332293087401963
max_sprt | alpha=0.05,42,0.020569230459094083,0.0061609931895081635,0.012745585965439383,0.020569230459094083,0.0260370875037943,0.032848389653460625,0.041272264926031296,0.051606449233582694,0.06417157004085203,0.07930217301574716,0.11858888565744058,0.1718584570911207,0.24059242015690657,0.32463661359687823,0.42161293643411224,0.5267328112767604,0.6332293087401963
max_sprt | alpha=0.05,43,0.020569230459094083,0.0061609931895081635,0.012745585965439383,0.020569230459094083,0.0260370875037943,0.032848389653460625,0.041272264926031296,0.051606449233582694,0.06417157004085203,0.07930217301574716,0.11858888565744058,0.1718584570911207,0.24059242015690657,0.32463661359687823,0.42161293643411224,0.5267328112767604,0.6332293087401963
max_sprt | alpha=0.05,44,0.020569230459094083,0.0061609931895081635,0.012745585965439383,0.020569230459094083,0.0260370875037943,0.032848389653460625,0.041272264926031296,0.051606449233582694,0.06417157004085203,0.07930217301574716,0.11858888565744058,0.1718584570911207,0.24059242015690657,0.32463661359687823,0.42161293643411224,0.5267328112767604,0.6332293087401963
max_sprt | alpha=0.05,45,0.020569230459094083,0.0061609931895081635,0.012745585965439383,0.020569230459094083,0.0260370875037943,0.032848389653460625,0.041272264926031296,0.051606449233582694,0.06417157004085203,0.07930217301574716,0.11858888565744058,0.1718584570911207,0.24059242015690657,0.32463661359687823,0.42161293643411224,0.5267328112767604,0.6332293087401963
