,,0.5,0.45,0.48,0.5,0.51,0.52,0.53,0.54,0.55,0.56,0.58,0.6,0.62,0.64,0.66,0.68,0.7
truncated_bayesian | a=1 | b=1 | critical_value=0.05,7,0.007779713768379978,0.003717535291760215,0.00584399690708008,0.007779713768379978,0.008937920242079012,0.010240886274293702,0.0117033857200092,0.013341374851507893,0.015172061959531512,0.017213979633854008,0.02201271137986294,0.027915237111791856,0.03512550695448698,0.04387656865244617,0.05443357624344511,0.06709699936709092,0.0822060396866671
truncated_bayesian | a=1 | b=1 | critical_value=0.05,11,0.0033940751434638973,0.0012991769721416564,0.0023449876359733215,0.0033940751434638973,0.004056046380784632,0.004826446469502393,0.005719414083169514,0.006750365854075914,0.00793602817677751,0.0092944550960247,0.012608442140722795,0.016862804989156297,0.022246843210949347,0.028964600896849726,0.03722794047065679,0.04724592498402568,0.05920950586963028
truncated_bayesian | a=1 | b=1 | critical_value=0.05,14,0.002965040815629821,0.0010103314891506373,0.0019628160948017715,0.002965040815629821,0.0036133234382424335,0.004379336121306349,0.005279546232885072,0.006331813110465622,0.007555339334442957,0.008970581650583374,0.012463441399492743,0.016992545369663183,0.02274513241804366,0.029899411299837836,0.038604762424883976,0.048955648724329254,0.06095904982860652
truncated_bayesian | a=1 | b=1 | critical_value=0.05,17,0.0023254576640723327,0.0007052869524045098,0.0014749070946314018,0.0023254576640723327,0.0028899445013877735,0.003567609607284915,0.0043756117201252335,0.005332541069557208,0.006458292175654264,0.007773868603172621,0.011062329718729032,0.015375487827548422,0.020881311150159527,0.02771480753766526,0.03594754607218899,0.04555094058469475,0.056355666709500256
truncated_bayesian | a=1 | b=1 | critical_value=0.05,20,0.0017735480067880849,0.0004786987430377353,0.0010776652734515784,0.0017735480067880849,0.0022477040922362235,0.0028263300641002166,0.0035266823426358955,0.004367510461376179,0.005368866885881599,0.006551820878903054,0.00954938987715647,0.013530989559175725,0.01864509657509287,0.024986395138383286,0.032556857281190815,0.04122269143610012,0.050673162457311086
truncated_bayesian | a=1 | b=1 | critical_value=0.05,23,0.001342837262579804,0.0003225093094044418,0.000781675343938118,0.001342837262579804,0.0017355811823237361,0.002222972810609227,0.002822074823772342,0.003551538813071866,0.004431370615976839,0.00548257185341536,0.008184918229674463,0.011823599527226471,0.016530972664176764,0.02236800118803832,0.029278572480810776,0.03704325370953983,0.045242726233675055
truncated_bayesian | a=1 | b=1 | critical_value=0.05,26,0.00101679104173906,0.00021726391470756795,0.0005669883872367263,0.00101679104173906,0.001340259451498874,0.001748610761760623,0.0022585376790840487,0.0028884448408218154,0.0036581882455844926,0.004588663461094327,0.007016892820015787,0.01033407151075019,0.014660243729053536,0.020029251059664896,0.026337445124391998,0.033296441644354406,0.040404709190142135
truncated_bayesian | a=1 | b=1 | critical_value=0.05,29,0.0007721641704020253,0.00014677088631734998,0.0004124476302127086,0.0007721641704020253,0.00103803670021587,0.0013795632568260562,0.0018129447123007613,0.0023562332348818537,0.0030290633971069253,0.0038522055343576103,0.006034050641243988,0.009060176570478792,0.013041719297322183,0.017991114798303277,0.02376597237196902,0.030022324191596277,0.0361967462521839
truncated_bayesian | a=1 | b=1 | critical_value=0.05,32,0.0005887457744827181,9.953359678386683e-05,0.0003012180076309867,0.0005887457744827181,0.0008072109733631548,0.0010928239876262923,0.001461204000254398,0.0019299668358549555,0.002518463788316423,0.0032473176561868856,0.005210476010760709,0.007976567754429472,0.011650649695574923,0.01622848738220595,0.02153607261227371,0.027184375604105224,0.03256358261786472
truncated_bayesian | a=1 | b=1 | critical_value=0.05,35,0.0004508391181158198,6.778166469931884e-05,0.0002209255200161033,0.0004508391181158198,0.0006304452141673692,0.0008694695829389475,0.0011828826983481294,0.0015877943851346048,0.002103214580987269,0.0027495883546116567,0.004519451378497932,0.007054158220189959,0.010454966233282422,0.014704835744425335,0.019603877037195454,0.024726266600605992,0.029427643504923988
truncated_bayesian | a=1 | b=1 | critical_value=0.05,37,0.0006958170967895761,0.0001034799309684326,0.000340325189180446,0.0006958170967895761,0.0009727574449478196,0.0013401166198370007,0.0018197302100807855,0.0024360199184002853,0.0032153823598186702,0.004185203647493478,0.0068018428882372925,0.01046062182571396,0.015220121087963957,0.020934508408102237,0.027180931342355864,0.03324098516557798,0.03817359177490038
