,,0.5,0.52,0.55,0.57,0.59,0.62,0.7
bravo_without_replacement | p=0.55 | alpha=0.054657226562499994,29,7.869362521285232e-10,2.625677146915364e-09,1.4639044558584928e-08,4.3603067430694107e-08,1.2482776136483196e-07,5.647286636132162e-07,2.2353590082692152e-05
bravo_without_replacement | p=0.55 | alpha=0.054657226562499994,31,5.695751953620306e-09,1.9069696389414306e-08,1.061474561738836e-07,3.1439432673883854e-07,8.917146722207368e-07,3.949835285535435e-06,0.00014100119940356487
bravo_without_replacement | p=0.55 | alpha=0.054657226562499994,33,2.274439465816126e-08,7.641362495406522e-08,4.246439884695736e-07,1.2506331645901204e-06,3.5140120044650766e-06,1.5237022456256101e-05,0.0004900725083419517
bravo_without_replacement | p=0.55 | alpha=0.054657226562499994,35,6.634206796074395e-08,2.236670802512754e-07,1.2409048909960284e-06,3.633808930454073e-06,1.0113978642208644e-05,4.292210244446992e-05,0.0012426006189453843
bravo_without_replacement | p=0.55 | alpha=0.054657226562499994,37,1.5804040436279915e-07,5.347009331024708e-07,2.961579701863825e-06,8.622717353605289e-06,2.3771403866808045e-05,9.871725480172092e-05,0.002569814059387619
bravo_without_replacement | p=0.55 | alpha=0.054657226562499994,39,3.261943286019283e-07,1.107547178055693e-06,6.1241313555213105e-06,1.7727217748175683e-05,4.840225686351471e-05,0.00019665238400659046,0.004598617117166593
bravo_without_replacement | p=0.55 | alpha=0.054657226562499994,41,6.047039255870509e-07,2.0605591359453314e-06,1.1374459460547872e-05,3.2732572769384464e-05,8.850802739812477e-05,0.0003517438985082243,0.007381232459846816
bravo_without_replacement | p=0.55 | alpha=0.054657226562499994,43,1.0311587158560666e-06,3.5264513853675227e-06,1.9433032032091665e-05,5.559309841914251e-05,0.00014885503486848664,0.0005785375237012638,0.010883194019912855
bravo_without_replacement | p=0.55 | alpha=0.054657226562499994,45,1.644727455646286e-06,5.645341503195712e-06,3.105584420452586e-05,8.831448484576103e-05,0.0002341406725042533,0.0008897777944769763,0.014988923236292069
bravo_without_replacement | p=0.55 | alpha=0.054657226562499994,47,2.48408184922799e-06,8.557759093023981e-06,4.699558068132846e-05,0.00013284063903782562,0.00034869023355932257,0.0012953662813635363,0.019520013210362567
bravo_without_replacement | p=0.55 | alpha=0.054657226562499994,49,3.585557211068818e-06,1.2398320603733935e-05,6.796682280791251e-05,0.0001909558559543677,0.000496211505120817,0.0018016810822711078,0.02426004853450347
bravo_without_replacement | p=0.55 | alpha=0.054657226562499994,51,4.981667137706175e-06,1.7290490928185398e-05,9.46175686322206e-05,0.0002642082056558709,0.0006796193859022199,0.002411260138225968,0.02898040445834271
bravo_without_replacement | p=0.55 | alpha=0.054657226562499994,53,6.7000179059793025e-06,2.334261727869395e-05,0.00012750801400514454,0.00035385604190937944,0.0009009314149946068,0.003122805414978247,0.03346300962702483
bravo_without_replacement | p=0.55 | alpha=0.054657226562499994,55,8.762616629134252e-06,3.064524630068816e-05,0.00016709657461363216,0.000460836728072828,0.0011612276313604083,0.003931441438615258,0.03751778316554743
