legend,0.45,0.48,0.5,0.51,0.52,0.53,0.54,0.55,0.56,0.58,0.6,0.62,0.64,0.66,0.68,0.7
truncated_bayesian | a=1 | b=1 | min_stop=50 | critical_value=0.21875781249999998,81.0,113.0,172.0,239.0,368.0,593.0,888.0,854.0,657.0,398.0,259.0,179.0,129.0,97.0,76.0,64.0
