election,0.45,0.48,0.5,0.51,0.52,0.53,0.54,0.55,0.56,0.58,0.6,0.62,0.64,0.66,0.68,0.7,legend
n=005000_m=01800_p=0.500_replacement=False_step=1,1799.8102391284724,1793.3543180648398,1736.209627688295,1622.4010673401804,1383.2956284122658,1038.600150974099,717.9291365984418,506.53536012374116,382.86515075894516,255.1622769367516,190.86813396892182,152.33594412337888,126.71879267505663,108.4732782448047,94.82144350546291,84.22118919706055,bravo_without_replacement | p=0.55 | alpha=0.051730468749999994
n=005000_m=01800_p=0.500_replacement=False_step=1,1799.9996132780843,1799.4673264895596,1767.479154805519,1655.4889552600657,1403.3403049138642,1086.3929987611643,830.8255698497627,660.8924468562402,547.1190600180953,406.2703419911464,322.78488680221113,267.6517354396314,228.62856429449542,199.63343311059742,177.1682746795998,159.11130983883413,bravo_without_replacement | p=0.52 | alpha=0.0839248046875
n=005000_m=00600_p=0.500_replacement=False_step=1,599.8788689962232,597.5290263166697,585.6373467866557,569.4325356683696,541.2750462713564,498.91190111463897,444.09023560549,382.94169898141485,323.424811557955,230.00352592110738,172.91768546389554,137.93676600044398,114.67462470738764,98.11135932773503,85.7195637856871,76.09736466302502,bravo_without_replacement | p=0.55 | alpha=0.069291015625
n=005000_m=00600_p=0.500_replacement=False_step=1,599.9830763600725,598.9640454869108,590.7749093365243,577.6957285954393,553.4147897235566,515.6250063955613,466.0922170837245,410.71786704240975,356.73118465826866,270.307833325774,214.0055057344093,176.8015038934762,150.62114324321402,131.2362005670655,116.29499723826751,104.37104987954352,bravo_without_replacement | p=0.52 | alpha=0.20197070312499998
n=005000_m=01400_p=0.500_replacement=False_step=1,1399.840425029878,1394.7823555326945,1353.715676267515,1278.397360090723,1128.2243825564394,907.2623101251402,675.8425733331774,495.89571470902985,378.14409880256767,252.17804634382009,188.6160449492477,150.5309575227034,125.2059488136695,107.15769125881876,93.64194461129952,83.13952202162417,bravo_without_replacement | p=0.55 | alpha=0.053681640625
n=005000_m=01400_p=0.500_replacement=False_step=1,1399.998946182042,1399.3204087347942,1375.9509399127728,1309.8305239017245,1164.5446432867016,959.0155527925064,759.9534187369344,609.1257440829784,503.90996394182366,373.3304150173003,296.2277038057825,245.44570894905468,209.46571205902248,182.57597124166287,161.72389575139238,145.17926763040967,bravo_without_replacement | p=0.52 | alpha=0.10441210937499999
n=005000_m=02200_p=0.500_replacement=False_step=1,2199.763032431832,2191.573798494691,2116.5536718729313,1959.5479983148093,1615.3575018670235,1131.308226322705,734.1204473787329,507.58626382692125,382.8892020680239,255.16227745854889,190.8681339689244,152.33594412337888,126.71879267505663,108.47327824480496,94.82144350546257,84.22118919706055,bravo_without_replacement | p=0.55 | alpha=0.051730468749999994
n=005000_m=02200_p=0.500_replacement=False_step=1,2199.9998308060694,2199.5755196282125,2158.463702007436,1984.6143128098856,1594.170837279047,1170.9432394445355,881.6638758084914,701.4846181444989,581.5593544291024,432.6934943258506,344.2287076455564,285.66757646603924,243.97653970280223,212.83372346841927,188.84709818249192,169.86359002957656,bravo_without_replacement | p=0.52 | alpha=0.0702666015625
n=005000_m=02400_p=0.500_replacement=False_step=1,2399.739429083512,2390.683538254581,2306.705943454159,2127.4762331287525,1726.1968647420401,1168.0646050134064,738.1690882585757,507.7000237075447,382.8899173767273,255.16227745880005,190.8681339689244,152.33594412337888,126.71879267505663,108.47327824480509,94.82144350546238,84.22118919706055,bravo_without_replacement | p=0.55 | alpha=0.051730468749999994
n=005000_m=02400_p=0.500_replacement=False_step=1,2399.999878302473,2399.6113888368773,2353.4584286790373,2141.081145744371,1670.0844818699177,1200.6424046567406,901.3813061763699,717.6966483487307,595.3665680660232,443.30016161027436,352.7848236154818,292.7890728253287,250.18947702164317,218.55414266058992,194.16428434494503,174.67985434281962,bravo_without_replacement | p=0.52 | alpha=0.065388671875
n=005000_m=01200_p=0.500_replacement=False_step=1,1199.859078608554,1195.5817651842974,1162.78821139733,1105.4915925438142,994.0775309639416,828.0935467210547,643.5504906468487,486.46841993883766,375.10305939218046,250.69403679340977,187.49400752030314,149.6319629676899,124.45573956092218,106.51189090667393,93.07387471574785,82.63356445933498,bravo_without_replacement | p=0.55 | alpha=0.054657226562499994
