legend,0.45,0.48,0.5,0.51,0.52,0.53,0.54,0.55,0.56,0.58,0.6,0.62,0.64,0.66,0.68,0.7
bayesian | a=100 | b=100 | critical_value=0.016601562500966796,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,741.0,507.0,376.0,290.0,236.0,196.0,166.0
bayesian | a=500 | b=500 | critical_value=0.056640625000886714,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,739.0,534.0,412.0,333.0,278.0,237.0,204.0
bayesian | a=1000 | b=1000 | critical_value=0.09277343750081445,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,746.0,548.0,429.0,348.0,294.0,251.0,219.0
