legend,0.45,0.48,0.5,0.51,0.52,0.53,0.54,0.55,0.56,0.58,0.6,0.62,0.64,0.66,0.68,0.7
bayesian | a=100 | b=100 | critical_value=0.016601562500966796,145.0,240.0,341.0,374.0,382.0,368.0,332.0,288.0,246.0,183.0,145.0,120.0,103.0,90.0,80.0,71.0
bayesian | a=500 | b=500 | critical_value=0.056640625000886714,294.0,447.0,516.0,522.0,508.0,473.0,424.0,371.0,323.0,249.0,202.0,174.0,149.0,133.0,119.0,109.0
bayesian | a=1000 | b=1000 | critical_value=0.09277343750081445,356.0,516.0,568.0,566.0,546.0,508.0,455.0,403.0,350.0,274.0,225.0,193.0,166.0,146.0,132.0,120.0
