,power,power>=0.25,power>=0.50,power>=0.75,power>=0.90,powermean,risk,risk>=0.25,risk>=0.50,risk>=0.75,risk>=0.90,riskmean
0,0.9030778870082594,39.0,57.0,82.0,114.0,62.3714370329704,0.0037778928430798387,114.0,114.0,114.0,114.0,113.78193585481293
1,0.9029141991792767,27.0,40.0,62.0,90.0,45.72968195689172,0.015512812494537495,90.0,90.0,90.0,90.0,89.24338858453224
2,0.9069627394174571,20.0,33.0,53.0,81.0,38.98103444899997,0.02798500704716487,81.0,81.0,81.0,81.0,79.68719659485843
3,0.9015623658913585,19.0,29.0,47.0,72.0,34.34364881713734,0.04050503350990444,72.0,72.0,72.0,72.0,70.28725221343939
4,0.9001713748055354,16.0,26.0,44.0,66.0,31.70663555431105,0.049961114472565175,66.0,66.0,66.0,66.0,64.12124200056624
5,0.902034820033116,15.0,23.0,41.0,63.0,29.097453897289707,0.06318040451678354,63.0,63.0,63.0,63.0,60.59913422232301
6,0.9035891591824992,12.0,23.0,38.0,60.0,26.93060558509858,0.07653054466334179,60.0,60.0,60.0,60.0,57.154612929935574
7,0.9036877536993836,12.0,20.0,35.0,57.0,25.487131145974107,0.08627300933203644,57.0,57.0,57.0,57.0,53.97333922512015
8,0.9041314669323812,12.0,19.0,34.0,54.0,24.050075782771167,0.09726075147351884,54.0,54.0,54.0,54.0,50.81526117089958
9,0.90081479138655,11.0,16.0,31.0,52.0,22.208865289200876,0.11426973938655043,52.0,52.0,52.0,52.0,48.22059939808816
10,0.9082521905527432,8.0,16.0,31.0,51.0,21.233696929572755,0.12633061676237872,51.0,51.0,51.0,51.0,46.80597703746957
11,0.9076855319669871,8.0,16.0,28.0,48.0,20.28348477380314,0.13578153022026115,48.0,48.0,48.0,48.0,43.89942498766718
12,0.9004311589991578,8.0,13.0,28.0,46.0,18.82753838104062,0.1525604858762568,46.0,46.0,46.0,46.0,41.30919108074046
13,0.9103558935914959,8.0,13.0,25.0,45.0,18.27917190857707,0.16264157685785524,45.0,45.0,45.0,45.0,40.25165716092474
14,0.900687411424775,7.0,13.0,25.0,43.0,17.49998355289947,0.17052088299648294,43.0,43.0,43.0,43.0,38.11456342459298
15,0.9074675105275047,7.0,12.0,22.0,43.0,16.706355955691972,0.18690024894511187,43.0,43.0,43.0,43.0,37.59926583793812
16,0.9008340884220905,7.0,12.0,22.0,40.0,16.37627229185188,0.18676214816335662,40.0,40.0,40.0,40.0,35.14781718644465
17,0.9074678344583585,7.0,9.0,22.0,40.0,14.931779625956686,0.21805842148560436,40.0,40.0,40.0,40.0,33.867781587617394
18,0.9049434389160047,7.0,9.0,19.0,37.0,14.329699227170074,0.22581211341933596,37.0,37.0,37.0,37.0,31.35029445621719
19,0.9049434389160047,7.0,9.0,19.0,37.0,14.329699227170074,0.22581211341933596,37.0,37.0,37.0,37.0,31.35029445621719
