,power,power>=0.25,power>=0.50,power>=0.75,power>=0.90,powermean,risk,risk>=0.25,risk>=0.50,risk>=0.75,risk>=0.90,riskmean
0,0.9002167306470318,1.0,1.0,10.0,256.0,37.625139513210854,0.8387984251912849,1.0,3.0,17.0,256.0,50.13981421869897
1,0.9000562592351813,1.0,1.0,18.0,472.0,70.12605689273462,0.816939395494798,1.0,3.0,43.0,472.0,100.07577005561822
2,0.9001421441470289,1.0,1.0,81.0,1024.0,168.72330985761934,0.7612971535195666,1.0,4.0,632.0,1024.0,271.37571853003567
3,0.9000291892209618,1.0,1.0,107.0,1156.0,195.43273658746253,0.7488044641849505,1.0,4.0,1156.0,1156.0,319.9177580719953
4,0.9000289990257255,1.0,1.0,116.0,1210.0,205.88982312563388,0.7448790719871713,1.0,4.0,1210.0,1210.0,338.8221134818966
5,0.9000715502389441,1.0,1.0,125.0,1262.0,215.62551538381067,0.7417877554747491,1.0,4.0,1262.0,1262.0,356.26906909834884
6,0.9000408280167836,1.0,1.0,147.0,1339.0,232.17578827911643,0.7347975344448924,1.0,4.0,1339.0,1339.0,386.79835935577063
7,0.9000374138365043,1.0,1.0,160.0,1405.0,245.72864538993548,0.7301364213764868,1.0,4.0,1405.0,1405.0,411.3964764326714
8,0.9001113585146742,1.0,1.0,221.0,1534.0,277.60184393168845,0.7145664454716789,1.0,5.0,1534.0,1534.0,473.3783298021502
9,0.9000713399986683,2.0,40.0,799.0,2139.0,500.0462303968577,0.5819120161569866,5.0,166.0,2139.0,2139.0,964.5282947707886
10,0.9001221123085353,2.0,49.0,884.0,2240.0,536.1910512851033,0.5678211616272385,5.0,249.0,2240.0,2240.0,1039.9772123642015
11,0.9000461248654351,2.0,54.0,957.0,2327.0,567.0712716867295,0.5578224434266288,5.0,328.0,2327.0,2327.0,1100.8640872937115
12,0.9001093801498874,2.0,66.0,1051.0,2434.0,607.0311428793514,0.5443335190139295,5.0,511.0,2434.0,2434.0,1181.6079625992559
13,0.9000995769780125,2.0,73.0,1138.0,2537.0,644.4718164444813,0.5337450182324825,5.0,733.0,2537.0,2537.0,1254.6294480558413
14,0.900028461820199,2.0,129.0,1333.0,2709.0,729.0785211536643,0.4993952155392243,6.0,2709.0,2709.0,2709.0,1432.2869003055941
15,0.9000177701595089,2.0,169.0,1470.0,2845.0,791.0698571339494,0.48079954076042003,6.0,2845.0,2845.0,2845.0,1552.7745882752104
16,0.900193110230872,15.0,464.0,1855.0,3140.0,996.3218188331289,0.39042880095237087,30.0,3140.0,3140.0,3140.0,2003.324033332009
17,0.9001097260362502,15.0,568.0,2023.0,3297.0,1083.1037339787292,0.3702865685004462,38.0,3297.0,3297.0,3297.0,2161.3623897628177
18,0.9001775170059718,34.0,810.0,2289.0,3519.0,1241.318739506578,0.324007335082757,142.0,3519.0,3519.0,3519.0,2462.8010022012686
19,0.9000816293211922,109.0,1179.0,2626.0,3792.0,1474.9025798500702,0.2567813496797735,2849.0,3792.0,3792.0,3792.0,2900.1973618263046
20,0.9000160938953079,263.0,1564.0,2983.0,4084.0,1734.0624394498927,0.20485381163616817,4084.0,4084.0,4084.0,4084.0,3318.7571795098243
21,0.9001396289880026,786.0,2207.0,3521.0,4525.0,2200.352148685198,0.1255081468554494,4525.0,4525.0,4525.0,4525.0,4010.748898306644
22,0.9000616498090561,3001.0,4142.0,5099.0,5821.0,3930.534771693624,0.008873505803874669,5821.0,5821.0,5821.0,5821.0,5775.8106929588
