,power,power>=0.25,power>=0.50,power>=0.75,power>=0.90,powermean,risk,risk>=0.25,risk>=0.50,risk>=0.75,risk>=0.90,riskmean
0,0.9001194150813305,11.0,71.0,478.0,1367.0,326.3589329353798,0.6167375484956352,13.0,226.0,1367.0,1367.0,614.8933006778163
1,0.900114568012157,11.0,116.0,697.0,1715.0,438.27251688411025,0.5608615944413387,16.0,611.0,1715.0,1715.0,858.1660591440848
2,0.900002292986508,34.0,284.0,1147.0,2255.0,667.1131896866184,0.45151568583746465,72.0,2255.0,2255.0,2255.0,1366.5790213454989
3,0.9001072334341192,39.0,337.0,1259.0,2383.0,725.8813588697807,0.4281674724509,97.0,2383.0,2383.0,2383.0,1495.2227837810174
4,0.9000274006550902,44.0,361.0,1307.0,2439.0,751.844723331325,0.4189356560966969,108.0,2439.0,2439.0,2439.0,1549.8185511546744
5,0.9001687070995685,44.0,382.0,1354.0,2494.0,776.6961530306046,0.4109646960819381,115.0,2494.0,2494.0,2494.0,1601.071884658863
6,0.9000335819639491,49.0,416.0,1419.0,2560.0,810.3108928150197,0.3985963899176988,139.0,2560.0,2560.0,2560.0,1672.1637917043781
7,0.9000117761076128,51.0,450.0,1481.0,2626.0,843.1482899881406,0.3878483584787848,161.0,2626.0,2626.0,2626.0,1739.699127998817
8,0.9000514753184513,61.0,496.0,1555.0,2702.0,885.3211146840268,0.37246805838204994,213.0,2702.0,2702.0,2702.0,1828.5690790592234
9,0.9001808044502082,90.0,589.0,1672.0,2813.0,958.9960767271211,0.3408379510424268,430.0,2813.0,2813.0,2813.0,1992.8521407218348
10,0.900031716763838,104.0,643.0,1755.0,2891.0,1006.213279466074,0.3256828021444239,579.0,2891.0,2891.0,2891.0,2087.327632356206
11,0.9000327630675281,113.0,698.0,1834.0,2970.0,1052.0763438007916,0.31285464281270464,748.0,2970.0,2970.0,2970.0,2176.6615066953173
12,0.9000560184979094,129.0,763.0,1925.0,3060.0,1106.0052154585205,0.29776408233070983,1041.0,3060.0,3060.0,3060.0,2282.5421210817117
13,0.9001554280985045,147.0,833.0,2020.0,3155.0,1163.3414743947394,0.283298435029391,1456.0,3155.0,3155.0,3155.0,2391.7816481042405
14,0.900079235592662,184.0,937.0,2142.0,3266.0,1243.4762541128468,0.2599458741306346,2608.0,3266.0,3266.0,3266.0,2545.794568539332
15,0.9000264483098429,222.0,1035.0,2262.0,3375.0,1320.953276655216,0.24141570909471746,3375.0,3375.0,3375.0,3375.0,2684.605808186198
16,0.9001893339756782,293.0,1181.0,2414.0,3515.0,1430.834369264111,0.21249111002545557,3515.0,3515.0,3515.0,3515.0,2889.0173046118625
17,0.9000724107739706,356.0,1317.0,2565.0,3656.0,1534.3430795324314,0.19282773137870496,3656.0,3656.0,3656.0,3656.0,3064.1840869698617
18,0.9000046619765087,470.0,1504.0,2755.0,3825.0,1678.5364497454655,0.1637684669133737,3825.0,3825.0,3825.0,3825.0,3303.5083643297703
19,0.9001521052825932,626.0,1735.0,2985.0,4025.0,1855.586421175846,0.13406457575170164,4025.0,4025.0,4025.0,4025.0,3578.673044973867
20,0.9000008982008002,863.0,2043.0,3276.0,4277.0,2097.118740236148,0.10119219470014129,4277.0,4277.0,4277.0,4277.0,3921.2457132676986
21,0.9001930788443175,1299.0,2529.0,3717.0,4651.0,2493.6457906267124,0.06084596137362205,4651.0,4651.0,4651.0,4651.0,4421.226993473684
22,0.9001933942337472,3127.0,4223.0,5159.0,5858.0,4033.0986107569406,0.004220015049511105,5858.0,5858.0,5858.0,5858.0,5838.803692364189
