,power,power>=0.25,power>=0.50,power>=0.75,power>=0.90,powermean,risk,risk>=0.25,risk>=0.50,risk>=0.75,risk>=0.90,riskmean
0,0.9104098166736486,15.0,22.0,31.0,47.0,23.881614759055942,0.10402227664722777,47.0,47.0,47.0,47.0,44.778581560785746
1,0.9006113657436311,16.0,25.0,37.0,50.0,26.51862736867066,0.07851113739381373,50.0,50.0,50.0,50.0,48.25200073676082
2,0.912369137034524,19.0,26.0,40.0,58.0,30.584164929055714,0.058251591681362444,58.0,58.0,58.0,58.0,56.52899525481072
3,0.901618374576561,20.0,29.0,43.0,59.0,31.84339073115305,0.050249848679953184,59.0,59.0,59.0,59.0,57.71444792734519
4,0.9118951179860305,20.0,29.0,43.0,61.0,32.55611009646786,0.04935681992590743,61.0,61.0,61.0,61.0,59.71391408930554
5,0.9112880770806889,20.0,29.0,43.0,61.0,32.63356657184961,0.04874711281866781,61.0,61.0,61.0,61.0,59.72939842819732
6,0.904424849149943,20.0,30.0,46.0,62.0,33.5859073999773,0.044058455264869095,62.0,62.0,62.0,62.0,60.83714814551117
7,0.912400614789979,20.0,32.0,46.0,64.0,34.340578228044166,0.042562056849757626,64.0,64.0,64.0,64.0,62.84624093100118
8,0.905439444382457,20.0,32.0,46.0,65.0,34.79855720338278,0.03956504412888648,65.0,65.0,65.0,65.0,63.86497112728876
9,0.9004814837601914,23.0,33.0,49.0,65.0,35.663492387615314,0.03595264057660522,65.0,65.0,65.0,65.0,63.99739346580308
10,0.9097251457954891,23.0,33.0,49.0,67.0,36.68279293317471,0.03432086116305911,67.0,67.0,67.0,67.0,66.04488769135791
11,0.9012677882096284,23.0,33.0,50.0,68.0,37.19801287154862,0.03151093368009579,68.0,68.0,68.0,68.0,67.06533222012264
12,0.9099698146315095,24.0,36.0,52.0,70.0,38.46270985996342,0.029547852414387003,70.0,70.0,70.0,70.0,69.14342441021667
13,0.9007480971235958,24.0,36.0,53.0,71.0,39.3853672035045,0.026185803107948494,71.0,71.0,71.0,71.0,70.20861804995609
14,0.9052261682911904,24.0,36.0,55.0,74.0,40.60663351629902,0.02415324163032427,74.0,74.0,74.0,74.0,73.23437926719578
15,0.9100815132242824,27.0,39.0,56.0,76.0,42.04897364856477,0.021736225558257983,76.0,76.0,76.0,76.0,75.31404804229936
16,0.9109790881065664,28.0,40.0,59.0,79.0,43.81550915727479,0.018787161611973285,79.0,79.0,79.0,79.0,78.38479684682369
17,0.9110617319522316,28.0,43.0,59.0,82.0,45.64350973538533,0.016071199830001947,82.0,82.0,82.0,82.0,81.45239639100846
18,0.9097217785952461,31.0,43.0,62.0,85.0,47.899724089855084,0.013169180163874356,85.0,85.0,85.0,85.0,84.53824536673987
19,0.9041479506086956,34.0,47.0,68.0,89.0,50.748804118885765,0.010110983623954115,89.0,89.0,89.0,89.0,88.62928243688216
20,0.9027054517230017,35.0,50.0,72.0,95.0,54.735337854368424,0.0071277495050278555,95.0,95.0,95.0,95.0,94.71988876940797
21,0.9004832606891725,42.0,60.0,81.0,104.0,62.03852224999574,0.003802006849836721,104.0,104.0,104.0,104.0,103.84461101778606
22,0.9017562290135214,68.0,94.0,123.0,153.0,96.7553016359108,0.0002023686256722229,153.0,153.0,153.0,153.0,152.98800764704717
