,power,power>=0.25,power>=0.50,power>=0.75,power>=0.90,powermean,risk,risk>=0.25,risk>=0.50,risk>=0.75,risk>=0.90,riskmean
0,0.9999999999910738,1.0,1.0,1.0,1.0,1.0,0.9999999999943706,1.0,1.0,1.0,1.0,1.0
1,0.9999999999910738,1.0,1.0,1.0,1.0,1.0,0.9999999999943706,1.0,1.0,1.0,1.0,1.0
2,0.9999999999910738,1.0,1.0,1.0,1.0,1.0,0.9999999999943706,1.0,1.0,1.0,1.0,1.0
3,0.9999999999910738,1.0,1.0,1.0,1.0,1.0,0.9999999999943706,1.0,1.0,1.0,1.0,1.0
4,0.9999999999910738,1.0,1.0,1.0,1.0,1.0,0.9999999999943706,1.0,1.0,1.0,1.0,1.0
5,0.9999999999910738,1.0,1.0,1.0,1.0,1.0,0.9999999999943706,1.0,1.0,1.0,1.0,1.0
6,0.9999999999910738,1.0,1.0,1.0,1.0,1.0,0.9999999999943706,1.0,1.0,1.0,1.0,1.0
7,0.9999999999910738,1.0,1.0,1.0,1.0,1.0,0.9999999999943706,1.0,1.0,1.0,1.0,1.0
8,0.9999999999910738,1.0,1.0,1.0,1.0,1.0,0.9999999999943706,1.0,1.0,1.0,1.0,1.0
9,0.9999999999910738,1.0,1.0,1.0,1.0,1.0,0.9999999999943706,1.0,1.0,1.0,1.0,1.0
10,0.9999999999910738,1.0,1.0,1.0,1.0,1.0,0.9999999999943706,1.0,1.0,1.0,1.0,1.0
11,0.9999999999910738,1.0,1.0,1.0,1.0,1.0,0.9999999999943706,1.0,1.0,1.0,1.0,1.0
12,0.9999999999910738,1.0,1.0,1.0,1.0,1.0,0.9999999999943706,1.0,1.0,1.0,1.0,1.0
13,0.9999999999910738,1.0,1.0,1.0,1.0,1.0,0.9999999999943706,1.0,1.0,1.0,1.0,1.0
14,0.9999999999910738,1.0,1.0,1.0,1.0,1.0,0.9999999999943706,1.0,1.0,1.0,1.0,1.0
15,0.9999999999910738,1.0,1.0,1.0,1.0,1.0,0.9999999999943706,1.0,1.0,1.0,1.0,1.0
16,0.9999999999910738,1.0,1.0,1.0,1.0,1.0,0.9999999999943706,1.0,1.0,1.0,1.0,1.0
17,0.9999999999910738,1.0,1.0,1.0,1.0,1.0,0.9999999999943706,1.0,1.0,1.0,1.0,1.0
18,0.903148844346038,1.0,1.0,2.0,21.0,3.841650247284467,0.8134675745478334,1.0,2.0,2.0,21.0,5.46411220626113
19,0.9015011351465037,1.0,1.0,2.0,24.0,4.195948913641558,0.8104756828549021,1.0,2.0,2.0,24.0,6.077096534571445
20,0.9005116562641747,1.0,1.0,6.0,111.0,17.75317126439966,0.713737483374357,1.0,3.0,111.0,111.0,34.407446146279185
21,0.9004699965600171,1.0,1.0,24.0,205.0,36.701730886164455,0.6369850388133097,1.0,4.0,205.0,205.0,77.3345784020927
22,0.900341783418853,98.0,285.0,492.0,690.0,308.18228589777834,0.06387892600105864,690.0,690.0,690.0,690.0,647.7494398270755
