,power,power>=0.25,power>=0.50,power>=0.75,power>=0.90,powermean,risk,risk>=0.25,risk>=0.50,risk>=0.75,risk>=0.90,riskmean
0,0.9009564430813447,317.0,348.0,376.0,407.0,346.81349261057045,6.619246455851616e-13,407.0,407.0,407.0,407.0,406.99999999999005
1,0.9052801322048437,230.0,255.0,279.0,308.0,254.4478226544382,1.4815823760367407e-09,308.0,308.0,308.0,308.0,307.9999999755093
2,0.9050049560212947,193.0,218.0,240.0,267.0,217.52655493507535,2.944735254997538e-08,267.0,267.0,267.0,267.0,266.9999995202808
3,0.9023437426390339,172.0,192.0,217.0,239.0,193.84442780317397,1.9762609196770064e-07,239.0,239.0,239.0,239.0,238.99999714417123
4,0.9039099486208882,155.0,176.0,198.0,220.0,176.68573403117256,8.02592070634359e-07,220.0,220.0,220.0,220.0,219.99998846241618
5,0.9083903007349776,144.0,162.0,182.0,207.0,163.29916026817958,2.353120099443267e-06,207.0,207.0,207.0,207.0,206.99996184282622
6,0.9031526220005789,133.0,149.0,172.0,192.0,151.76715839993,5.661018041361591e-06,192.0,192.0,192.0,192.0,191.99991758343742
7,0.9089278839215633,123.0,142.0,162.0,182.0,142.1967188252834,1.3152998707698117e-05,182.0,182.0,182.0,182.0,181.99980873889254
8,0.9064676220453878,116.0,132.0,153.0,173.0,133.96261928761982,2.3270000395090623e-05,173.0,173.0,173.0,173.0,172.99963957766343
9,0.9038463623865294,109.0,125.0,146.0,164.0,126.45445863717734,4.0545492251292624e-05,164.0,164.0,164.0,164.0,163.99936932513774
10,0.9009117557327071,102.0,119.0,137.0,155.0,119.60604539593017,6.887833610671837e-05,155.0,155.0,155.0,155.0,154.99900331128498
11,0.9102245183598642,98.0,112.0,131.0,151.0,113.8971123219941,0.0001155760643167751,151.0,151.0,151.0,151.0,150.99810654403774
12,0.9099095871732449,92.0,108.0,124.0,145.0,108.40916089039136,0.00017719375470130123,145.0,145.0,145.0,145.0,144.99696504070175
13,0.9095855184107693,88.0,102.0,118.0,139.0,103.25769057037857,0.0002662930949560155,139.0,139.0,139.0,139.0,138.9954386127699
14,0.9071659463617284,84.0,98.0,114.0,133.0,98.53411907217179,0.00037014494476689334,133.0,133.0,133.0,133.0,132.99371506218125
15,0.9047209178940653,78.0,92.0,109.0,127.0,93.9939439769561,0.0005085632199358044,127.0,127.0,127.0,127.0,126.99172034572078
16,0.9027040340927215,74.0,89.0,105.0,121.0,89.73523214609924,0.0007035151560641668,121.0,121.0,121.0,121.0,120.98962353830281
17,0.9052283150282839,73.0,85.0,99.0,118.0,86.06358931299891,0.0009691617313690242,118.0,118.0,118.0,118.0,117.98370370122109
18,0.9009271208714293,67.0,79.0,96.0,112.0,82.12688204105602,0.0012333266138642978,112.0,112.0,112.0,112.0,111.98162438667832
19,0.9019103307587927,66.0,78.0,92.0,109.0,78.87798754148498,0.0016004569875488572,109.0,109.0,109.0,109.0,108.97356112878299
