legend,0.45,0.48,0.5,0.51,0.52,0.53,0.54,0.55,0.56,0.58,0.6,0.62,0.64,0.66,0.68,0.7
bravo    | p=0.7 | alpha=0.0634375,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,122.0,72.0,49.0,39.0,31.0,26.0
bravo    | p=0.55 | alpha=0.125875,1000.0,1000.0,1000.0,1000.0,1000.0,698.0,408.0,292.0,226.0,159.0,121.0,100.0,83.0,73.0,64.0,58.0
bravo    | p=0.52 | alpha=0.3063583984375,1000.0,1000.0,1000.0,1000.0,892.0,543.0,396.0,312.0,259.0,194.0,153.0,127.0,108.0,96.0,86.0,76.0
