legend,0.45,0.48,0.5,0.51,0.52,0.53,0.54,0.55,0.56,0.58,0.6,0.62,0.64,0.66,0.68,0.7
bayesian | a=1 | b=1 | min_stop=50 | critical_value=0.007690429688484619,77.34025165193643,126.55999255075002,187.07845280616323,215.69428735253044,237.26377944168846,249.96372911787583,253.59888119515247,248.67690369573418,236.06268165251564,194.17309045231247,147.36183751711795,112.06383017673275,89.2722513894077,74.61391213574528,65.05188112700183,58.84924283833919
