legend,0.45,0.48,0.5,0.51,0.52,0.53,0.54,0.55,0.56,0.58,0.6,0.62,0.64,0.66,0.68,0.7
bayesian | a=100 | b=100 | critical_value=1e-12,500.0,500.0,500.0,492.0,482.0,473.0,464.0,450.0,433.0,399.0,362.0,328.0,299.0,270.0,246.0,225.0
bayesian | a=500 | b=500 | critical_value=1e-12,500.0,500.0,500.0,492.0,482.0,473.0,464.0,450.0,435.0,404.0,372.0,341.0,315.0,292.0,270.0,252.0
bayesian | a=1000 | b=1000 | critical_value=1e-12,500.0,500.0,500.0,492.0,482.0,473.0,464.0,450.0,437.0,406.0,374.0,346.0,321.0,296.0,276.0,258.0
