legend,0.45,0.48,0.5,0.51,0.52,0.53,0.54,0.55,0.56,0.58,0.6,0.62,0.64,0.66,0.68,0.7
bayesian | a=100 | b=100 | critical_value=1e-12,498.0,496.0,494.0,491.0,488.0,483.0,476.0,468.0,458.0,428.0,393.0,359.0,325.0,295.0,270.0,246.0
bayesian | a=500 | b=500 | critical_value=1e-12,498.0,496.0,494.0,491.0,488.0,483.0,476.0,468.0,458.0,430.0,399.0,367.0,338.0,314.0,291.0,270.0
bayesian | a=1000 | b=1000 | critical_value=1e-12,498.0,496.0,494.0,491.0,488.0,483.0,476.0,468.0,458.0,430.0,400.0,371.0,343.0,317.0,294.0,275.0
