legend,0.45,0.48,0.5,0.51,0.52,0.53,0.54,0.55,0.56,0.58,0.6,0.62,0.64,0.66,0.68,0.7
bayesian | a=100 | b=100 | critical_value=1e-12,500.0,500.0,487.0,477.0,468.0,456.0,440.0,423.0,405.0,367.0,332.0,300.0,272.0,246.0,225.0,206.0
bayesian | a=500 | b=500 | critical_value=1e-12,500.0,500.0,487.0,477.0,468.0,457.0,442.0,426.0,410.0,376.0,346.0,317.0,292.0,270.0,252.0,234.0
bayesian | a=1000 | b=1000 | critical_value=1e-12,500.0,500.0,487.0,477.0,468.0,457.0,442.0,427.0,410.0,379.0,349.0,322.0,298.0,276.0,258.0,241.0
