,,0.5,0.45,0.48,0.5,0.51,0.52,0.53,0.54,0.55,0.56,0.58,0.6,0.62,0.64,0.66,0.68,0.7
bravo_without_replacement | p=0.55 | alpha=0.13758203125,21,4.5714563561733173e-07,4.9553041756590545e-08,1.9329557176976103e-07,4.5714563561733173e-07,6.940286346344748e-07,1.0451181185101625e-06,1.5615422190960736e-06,2.3156345992731967e-06,3.409061254787989e-06,4.983816521137068e-06,1.0440707652629139e-05,2.132904983697096e-05,4.2560410983054045e-05,8.307745235695813e-05,0.00015885235821885672,0.00029790265218202974,0.0005485490855428482
bravo_without_replacement | p=0.55 | alpha=0.13758203125,23,2.400454008543664e-06,2.573566275204663e-07,1.0130058912001843e-06,2.400454008543664e-06,3.6434648082882442e-06,5.480879284515276e-06,8.173996646868087e-06,1.2089068983954175e-05,1.773548767273134e-05,2.581639214090438e-05,5.348268119180666e-05,0.00010766989364580457,0.0002109557556817482,0.00040278053947175567,0.000750250477832805,0.00136459828240827,0.002425400481177733
bravo_without_replacement | p=0.55 | alpha=0.13758203125,25,7.202681010087645e-06,7.637628264866209e-07,3.033635057003318e-06,7.202681010087645e-06,1.0929836552439638e-05,1.642466920294323e-05,2.444984253702401e-05,3.606414440818194e-05,5.2724223191077855e-05,7.641634360711223e-05,0.0001565487603574051,0.0003105739354137401,0.000597472874529271,0.0011158010585541357,0.002024612166950974,0.003571463063094533,0.006127000327275903
bravo_without_replacement | p=0.55 | alpha=0.13758203125,28,8.095185355580051e-06,7.632804821104238e-07,3.265439442403631e-06,8.095185355580051e-06,1.2529311423639047e-05,1.918092832541668e-05,2.90531006457533e-05,4.355356136632005e-05,6.463697466954071e-05,9.498889119308377e-05,0.00019936430147454232,0.00040330702385468254,0.0007873933876854149,0.001485038455672352,0.002707468407924401,0.004773313639549625,0.008137813082479734
bravo_without_replacement | p=0.55 | alpha=0.13758203125,30,1.7326842369875103e-05,1.6157408808203352e-06,6.975511825991351e-06,1.7326842369875103e-05,2.681152010338475e-05,4.100282422809967e-05,6.199173159005055e-05,9.268454795000438e-05,0.00013707223108249143,0.0002005694317757767,0.0004162771345779759,0.0008298501982843306,0.0015907542637075185,0.002934461313325612,0.005211412207826161,0.008910407094106483,0.014661661925706069
bravo_without_replacement | p=0.55 | alpha=0.13758203125,32,3.044583934173619e-05,2.8078330384395053e-06,1.223279598280548e-05,3.044583934173619e-05,4.710114788256135e-05,7.195705462884424e-05,0.00010859000586240339,0.00016192163234578488,0.0002386330474838647,0.0003476704560299732,0.000713550720768597,0.0014017335037865518,0.0026382110967090684,0.004759988392640149,0.008234252864856574,0.01365336693836329,0.021682475253235977
bravo_without_replacement | p=0.55 | alpha=0.13758203125,34,4.8157559462571844e-05,4.392329814045085e-06,1.9310907562625763e-05,4.8157559462571844e-05,7.448510891394195e-05,0.00011367384081536032,0.00017122723595294051,0.0002546410250545813,0.0003739697086891764,0.0005424928683422544,0.0011009975545464247,0.002131302601023266,0.0039384303469762565,0.006949959448607042,0.01171067044044369,0.018830360853659196,0.028860023956020327
bravo_without_replacement | p=0.55 | alpha=0.13758203125,36,7.076717202613091e-05,6.383304481034623e-06,2.832107910949361e-05,7.076717202613091e-05,0.000109430452903613,0.00016683151752752717,0.00025083353373180544,0.0003720323426557379,0.0005444648597061862,0.0007864051305120327,0.001578228649974436,0.0030105200900802987,0.005461938564325779,0.009426714272776698,0.015471446362363066,0.02412442558565885,0.03568202202447412
bravo_without_replacement | p=0.55 | alpha=0.13758203125,38,9.83214006502181e-05,8.770838589840242e-06,3.9270376032294836e-05,9.83214006502181e-05,0.00015200423964707968,0.00023149630713636878,0.0003474130260636907,0.0005139014365269749,0.0007494606968704178,0.0010778111885867327,0.002138915047529538,0.0040204315481897806,0.0071614082676358295,0.01208810064422063,0.01932366991228485,0.029218149149724645,0.04170470661286275
bravo_without_replacement | p=0.55 | alpha=0.13758203125,40,0.00013066786827668712,1.1527557620792677e-05,5.208637833461574e-05,0.00013066786827668712,0.0002019657189045311,0.000307265729321355,0.00046026721198110383,0.0006790182772727578,0.0009867999820991616,0.0014129889468740091,0.002772763770424738,0.005135635753807286,0.008981186170138787,0.014826242282927837,0.023084128314234873,0.03384553816567963,0.04661858918377737
bravo_without_replacement | p=0.55 | alpha=0.13758203125,42,0.00016750382371832098,1.4613853232253128e-05,6.663735288636904e-05,0.00016750382371832098,0.0002588419771965871,0.0003933860058801983,0.0005881770193629252,0.0008653986817218559,0.0012532603472454956,0.0017867557968669523,0.003467037617260294,0.006327567303101576,0.01086383643023868,0.017539209668201373,0.026597027954889888,0.03781235412609556,0.05025764930539464
bravo_without_replacement | p=0.55 | alpha=0.13758203125,44,0.00020842011460476777,1.798238321621716e-05,8.275030466098953e-05,0.00020842011460476777,0.000321996138267545,0.0004888574401801176,0.0007295649382886031,0.0010705524245332976,0.0015449313007051847,0.0021930362119250654,0.0042077932187305645,0.007567007226919577,0.012754715621566083,0.020138106171031546,0.02974214350362884,0.04099900586923201,0.05258210054228446
bravo_without_replacement | p=0.55 | alpha=0.13758203125,46,0.0002529395208255753,2.1581816166813054e-05,0.0001002265831051287,0.0002529395208255753,0.0003906867603781818,0.0005925257965184059,0.0008826345301992687,0.0012916943584215927,0.0018575303534863151,0.0026253290165056467,0.004980850852348365,0.008825909973161117,0.014604931654151995,0.022550700920079002,0.03243650578581408,0.04335341917036622,0.05364997027498237
bravo_without_replacement | p=0.55 | alpha=0.13758203125,48,0.00030054858836828403,2.535979517291902e-05,0.00011885473547054281,0.00030054858836828403,0.0004641171159558446,0.0007031577859477449,0.001045484775658784,0.0015259154864988164,0.0021866552628211243,0.003077072895821088,0.005772511016849373,0.010078631641285583,0.016372998505482773,0.024722536278817833,0.034631973398706016,0.044878932411161816,0.05358651677477421
bravo_without_replacement | p=0.55 | alpha=0.13758203125,51,0.00017458204977836682,1.3089509402307069e-05,6.61063257252072e-05,0.00017458204977836682,0.0002750032714068679,0.00042448474047513795,0.0006422515857630313,0.0009527513274900165,0.0013860454275086364,0.0019777492367213916,0.003801336737548737,0.006767898240558235,0.011157601481414928,0.017012935204145145,0.02394292145898685,0.031003589864348088,0.036778931011079784
bravo_without_replacement | p=0.55 | alpha=0.13758203125,53,0.00024423061290145925,1.8107389820891324e-05,9.229331308508126e-05,0.00024423061290145925,0.00038462951533204314,0.0005930838568540771,0.0008956790338770231,0.0013251405077662171,0.0019210294923929186,0.0027292118170145637,0.005186889187943443,0.009099126247366746,0.014726329233786674,0.02195810559985165,0.030094474200641458,0.03778130966137474,0.04324196073648418
bravo_without_replacement | p=0.55 | alpha=0.13758203125,55,0.0002993300937653462,2.1944927244069645e-05,0.00011288767218803802,0.0002993300937653462,0.00047129957593947244,0.000725971301125955,0.0010943300035649718,0.0016147006728532,0.002332582890536271,0.0032995005060330934,0.006200382749801814,0.010717194110975268,0.017027343107453814,0.024827374548866778,0.033136486862723566,0.040331077480702596,0.04453431083412652
bravo_without_replacement | p=0.55 | alpha=0.13758203125,57,0.00035023277820850807,2.53901110506347e-05,0.0001318190618202369,0.00035023277820850807,0.0005513248117444415,0.0008483566811313149,0.001276436552579447,0.0018783486308079807,0.002703914622179606,0.00380811839513134,0.007075828106318482,0.012050480775837296,0.018794653248410342,0.02679744228482854,0.03482912393982237,0.04109667791163886,0.04377976625618171
bravo_without_replacement | p=0.55 | alpha=0.13758203125,59,0.00039963893257705644,2.8648090519208446e-05,0.00015011144306981375,0.00039963893257705644,0.0006289592994384015,0.0009668111860348894,0.0014519566593859494,0.002130899292616374,0.0030566813191773004,0.0042862000248654495,0.007874658912210784,0.01321350319247313,0.020230435811169394,0.028205314361584424,0.03569796350953326,0.040834391045137065,0.041965254650055225
bravo_without_replacement | p=0.55 | alpha=0.13758203125,61,0.00044843084720897706,3.1786263161726735e-05,0.00016809908996725967,0.00044843084720897706,0.0007055928286684542,0.0010834804840983568,0.0016241407448975079,0.0023771921428551203,0.0033979793995323475,0.0047440173068060325,0.0086177524708709,0.01424734604677622,0.02141271408998444,0.02919144904506296,0.03597668773870862,0.039894217395922756,0.03955086734711346
bravo_without_replacement | p=0.55 | alpha=0.13758203125,63,0.0004968839412414111,3.48266003573245e-05,0.00018588656669025181,0.0004968839412414111,0.0007816592788886845,0.001199035018624455,0.0017940079395468024,0.002618758117505605,0.003730094292262518,0.005184979344571218,0.009312776037886477,0.015169366927257864,0.02237942033116702,0.02983201146409814,0.0358006414931099,0.03848339249308613,0.036803311534373266
bravo_without_replacement | p=0.55 | alpha=0.13758203125,65,0.0005450338157504841,3.7773542187455915e-05,0.0002034880661431098,0.0005450338157504841,0.0008572149667181756,0.0013135638929086262,0.0019617016744824366,0.0028558371434904413,0.0040534477486740194,0.005609858929153923,0.009962409379890645,0.015988054541594115,0.023153346496590562,0.0301778830612779,0.03526383159011662,0.03674459189549269,0.03389687350906398
