legend,0.45,0.48,0.5,0.51,0.52,0.53,0.54,0.55,0.56,0.58,0.6,0.62,0.64,0.66,0.68,0.7
max_sprt | alpha=0.05,1000.026767060943,1043.0022051044114,1381.2177066106503,1537.456930423929,1587.492645189267,1537.89963073288,1397.979027990055,1215.4524588561317,1079.344151913704,1003.2710888941241,1000.025917879097,1000.0000348604814,1000.0000000070141,1000.0000000000001,1000.0,1000.0
