legend,0.45,0.48,0.5,0.51,0.52,0.53,0.54,0.55,0.56,0.58,0.6,0.62,0.64,0.66,0.68,0.7
bravo    | p=0.7 | alpha=0.05,22000.0,22000.0,22000.0,22000.0,21999.99999999999,21999.999999986667,21999.99999228486,21999.998102310048,21999.800442528103,21821.633243517997,15516.393616624928,3390.620195828378,2005.7455197801605,2000.0005234171097,2000.0000000007128,2000.0000000000177
bravo    | p=0.55 | alpha=0.05,21999.999999999945,21999.993486034524,21979.889224352246,21681.298051764177,19710.91505359889,14046.577793895494,6927.197350261996,3023.4736409339566,2097.649050852782,2000.0691404873776,2000.000001289293,2000.0000000000289,2000.0000000000023,2000.0000000000132,2000.0000000000066,2000.0000000000177
bravo    | p=0.51 | alpha=0.05,22000.0,21999.99995692026,21999.326263224248,21976.58122352593,21643.179439365464,19527.95942269324,13681.468676568771,6625.601056226481,2921.085575412268,2003.2452761784518,2000.0003298347685,2000.0000000007706,2000.0000000000023,2000.0000000000132,2000.0000000000066,2000.0000000000177
