legend,0.45,0.48,0.5,0.51,0.52,0.53,0.54,0.55,0.56,0.58,0.6,0.62,0.64,0.66,0.68,0.7
bayesian | a=100 | b=100 | critical_value=0.004150390625991699,1000.0,1000.0,1000.0,864.0,655.0,496.0,395.0,320.0,269.0,204.0,165.0,138.0,117.0,102.0,92.0,81.0
bayesian | a=500 | b=500 | critical_value=0.005981445313488036,1000.0,1000.0,1000.0,866.0,682.0,550.0,457.0,391.0,342.0,271.0,226.0,192.0,168.0,151.0,137.0,123.0
bayesian | a=1000 | b=1000 | critical_value=0.006469726563487059,1000.0,1000.0,1000.0,867.0,696.0,571.0,481.0,415.0,365.0,295.0,246.0,213.0,188.0,166.0,152.0,139.0
