,0.7,0.58,0.52
0.005,3.414908014453871e-24,3.414908014453871e-24,3.414908014453871e-24
0.01263157894736842,1.2322507383064563e-16,1.2322507383064563e-16,1.2322507383064563e-16
0.02026315789473684,1.8185852048614734e-13,1.8185852048614734e-13,1.8185852048614734e-13
0.027894736842105264,1.4043260330521988e-11,1.4043260330521988e-11,1.4043260330521988e-11
0.035526315789473684,2.826529923127562e-10,2.826529923127562e-10,2.826529923127562e-10
0.0431578947368421,2.6071583295853974e-09,2.6071583295853974e-09,2.6071583295853974e-09
0.05078947368421052,1.542961224464505e-08,1.542961224464505e-08,1.542961224464505e-08
0.05842105263157894,8.035153186787289e-08,8.035153186787289e-08,8.035153186787289e-08
0.06605263157894736,2.855256969362448e-07,2.855256969362448e-07,2.855256969362448e-07
0.0736842105263158,7.011075411990044e-07,7.011075411990044e-07,7.011075411990044e-07
0.08131578947368422,1.7604975765670386e-06,1.7604975765670386e-06,1.7604975765670386e-06
0.08894736842105264,3.7071526664095636e-06,3.7071526664095636e-06,3.7071526664095636e-06
0.09657894736842106,7.494006960126092e-06,7.494006960126092e-06,7.494006960126092e-06
0.10421052631578948,1.4477757628103375e-05,1.4477757628103375e-05,1.4477757628103375e-05
0.1118421052631579,2.704053003421821e-05,2.704053003421821e-05,2.704053003421821e-05
0.11947368421052632,4.633923401427013e-05,4.633923401427013e-05,4.633923401427013e-05
0.12710526315789472,7.34734320751193e-05,7.34734320751193e-05,7.34734320751193e-05
0.13473684210526315,0.00011094584738826136,0.00011094584738826136,0.00011094584738826136
0.1423684210526316,0.0001694290678665898,0.0001694290678665898,0.0001694290678665898
0.15,0.0002447943633948664,0.0002447943633948664,0.0002447943633948664
