legend,0.45,0.48,0.5,0.51,0.52,0.53,0.54,0.55,0.56,0.58,0.6,0.62,0.64,0.66,0.68,0.7
bravo_without_replacement | p=0.7 | alpha=0.058193725585937495,1978.107540590004,1946.573454841145,1903.758429427264,1871.0527416248979,1827.4320887320212,1769.3356949760393,1692.1065928028506,1589.7500169553118,1454.8356094528554,1056.9652250120405,533.2801099340337,196.1906709624448,95.36190362519761,62.1529822059671,46.139644802694974,36.70598285242567
bravo_without_replacement | p=0.55 | alpha=0.048803710937499994,1999.8033718055274,1992.6831796340812,1928.9806937465335,1806.5212927924056,1558.9011798127303,1200.1165773712496,841.6563938142195,582.7986410213063,426.97968463109265,274.0915242937413,201.71115796174334,159.58370646511165,132.0167370392018,112.5676412254911,98.10514016654108,86.92817029436335
bravo_without_replacement | p=0.51 | alpha=0.21367773437499998,1999.99991651241,1999.5810789600566,1970.3823923970663,1872.0058840338738,1646.0537492488065,1330.962170704166,1038.6843363452708,826.4259246705794,681.8952859825704,504.6410956685447,400.53215496533215,331.9817335608322,283.38412738762327,247.27433596401534,219.51734851874485,197.47082193860805
