legend,0.45,0.48,0.5,0.51,0.52,0.53,0.54,0.55,0.56,0.58,0.6,0.62,0.64,0.66,0.68,0.7
bravo_without_replacement | p=0.7 | alpha=0.058193725585937495,2000.0,2000.0,2000.0,2000.0,2000.0,2000.0,2000.0,2000.0,2000.0,2000.0,2000.0,2000.0,628.0,326.0,205.0,145.0
bravo_without_replacement | p=0.55 | alpha=0.048803710937499994,2000.0,2000.0,2000.0,2000.0,2000.0,2000.0,2000.0,2000.0,1464.0,774.0,503.0,364.0,280.0,226.0,188.0,160.0
bravo_without_replacement | p=0.51 | alpha=0.21367773437499998,2000.0,2000.0,2000.0,2000.0,2000.0,2000.0,2000.0,1775.0,1374.0,929.0,694.0,547.0,448.0,380.0,328.0,285.0
