legend,0.45,0.48,0.5,0.51,0.52,0.53,0.54,0.55,0.56,0.58,0.6,0.62,0.64,0.66,0.68,0.7
bravo_without_replacement | p=0.7 | alpha=0.058193725585937495,14.0,17.0,19.0,19.0,19.0,22.0,24.0,24.0,27.0,32.0,37.0,34.0,27.0,24.0,19.0,19.0
bravo_without_replacement | p=0.55 | alpha=0.048803710937499994,139.0,200.0,284.0,345.0,389.0,385.0,337.0,278.0,230.0,171.0,135.0,114.0,97.0,87.0,76.0,70.0
bravo_without_replacement | p=0.51 | alpha=0.21367773437499998,551.0,933.0,1121.0,1104.0,1022.0,879.0,728.0,605.0,519.0,400.0,330.0,277.0,241.0,213.0,193.0,175.0
