,,0.5,0.52,0.55,0.57,0.59,0.62,0.7
bravo    | p=0.55 | alpha=0.17855664062499998,19,1.337078431633624e-06,2.8960119764567622e-06,8.729035168917356e-06,1.7604036598641875e-05,3.462629685985741e-05,9.148754769588192e-05,0.0009800170592929207
bravo    | p=0.55 | alpha=0.17855664062499998,21,6.3544235495062134e-06,1.3784655759038991e-05,4.137671556160411e-05,8.285136091671112e-05,0.00016122644512423737,0.00041627071955128623,0.004004240700294427
bravo    | p=0.55 | alpha=0.17855664062499998,23,1.7483670667981737e-05,3.7986942801527066e-05,0.00011354643094341896,0.0002257296296042729,0.0004345386539520398,0.001096137260875892,0.009459096564356737
bravo    | p=0.55 | alpha=0.17855664062499998,25,3.657544265430335e-05,7.959375817800429e-05,0.0002369091736365305,0.0004675649090138296,0.0008903173277611519,0.002193766717647229,0.01696590702965621
bravo    | p=0.55 | alpha=0.17855664062499998,27,6.463607394769844e-05,0.00014088277334253167,0.0004175504456065564,0.0008180636529045276,0.0015406799129983712,0.0037074740136839187,0.025669761833764824
bravo    | p=0.55 | alpha=0.17855664062499998,29,0.00010185288700299418,0.0002223594808432706,0.0006562044573285292,0.0012761691852275813,0.0023769212423483182,0.0055848352569713355,0.03458277648818343
bravo    | p=0.55 | alpha=0.17855664062499998,31,0.00014776007250062598,0.00032310579339518973,0.0009493903364292908,0.001832640518794226,0.003375384929053701,0.007742074689383612,0.04283065229552019
bravo    | p=0.55 | alpha=0.17855664062499998,33,0.00020144246556038815,0.00044121478101810397,0.0012907749210351366,0.002472968057934877,0.004503619966728145,0.010081882419043994,0.049776244847765896
bravo    | p=0.55 | alpha=0.17855664062499998,35,0.00026172284273835543,0.0005741933258324473,0.00167240966207699,0.003179932595355406,0.0057255276282948955,0.012506833447501437,0.05504773906713003
bravo    | p=0.55 | alpha=0.17855664062499998,38,0.00015693973399021137,0.000360419359729659,0.0011126770124582875,0.002184535813741159,0.0040396698790364175,0.009092271136008275,0.04069155669411604
bravo    | p=0.55 | alpha=0.17855664062499998,40,0.00022952351038571333,0.0005281010362684079,0.001623464973482237,0.0031633795574464536,0.005783204280296939,0.012698201722947684,0.05057238070976575
bravo    | p=0.55 | alpha=0.17855664062499998,42,0.00029214846492633733,0.0006734652636739172,0.0020615315041014578,0.00398646406793013,0.007204295650548887,0.015428200247517523,0.0546177645977794
bravo    | p=0.55 | alpha=0.17855664062499998,44,0.0003527013558862317,0.000814606122381205,0.0024828762855447634,0.004764455145995978,0.008510570794026411,0.01777190594271484,0.05585999717193571
bravo    | p=0.55 | alpha=0.17855664062499998,46,0.00041285510455103743,0.0009553762537493787,0.0028993325829965873,0.005520607619826392,0.00974605425897392,0.019840649407732707,0.05530497425210301
bravo    | p=0.55 | alpha=0.17855664062499998,48,0.00047287164880457173,0.0010963865394067575,0.003312735800959825,0.006258587506006119,0.01091864844557127,0.02166438956623189,0.05349110406580391
bravo    | p=0.55 | alpha=0.17855664062499998,50,0.0005325890064527824,0.0012372678846796006,0.0037219408423308006,0.006976366286704963,0.012026130841029025,0.023251521310801194,0.050791462698947125
bravo    | p=0.55 | alpha=0.17855664062499998,52,0.0005917159335453624,0.001377347485966784,0.004124912558745727,0.007670329545081584,0.013063742687394318,0.024605764328563068,0.0474952071669368
bravo    | p=0.55 | alpha=0.17855664062499998,54,0.0006499390189859286,0.0015158955327638042,0.004519481880220285,0.008336738181483642,0.014026809593329885,0.02573157602421984,0.04383428718053646
bravo    | p=0.55 | alpha=0.17855664062499998,56,0.0007069653190636212,0.0016522241802057424,0.004903643805791415,0.00897228392297511,0.014911675061702418,0.02663576114186396,0.03999446591685218
bravo    | p=0.55 | alpha=0.17855664062499998,59,0.0003640175239924377,0.0008928635154065151,0.0028168744535854253,0.005328674291111385,0.009102464781970807,0.016755200692257832,0.025415970429424155
bravo    | p=0.55 | alpha=0.17855664062499998,61,0.0004806722284649273,0.0011816680587205927,0.0037119151374440124,0.00696525139561598,0.011751886729775392,0.021057410990728383,0.02809539555748361
bravo    | p=0.55 | alpha=0.17855664062499998,63,0.0005573472958436823,0.0013732987900957538,0.0042950725347858775,0.00799399696456214,0.01332035462891925,0.023227845055470504,0.0272232347416897
