,,0.5,0.45,0.48,0.5,0.51,0.52,0.53,0.54,0.55,0.56,0.58,0.6,0.62,0.64,0.66,0.68,0.7
clip     | alpha=0.05,8,0.0038953196109058684,0.0016757632407604002,0.00280938670396804,0.0038953196109058684,0.004564489432225388,0.005332163330574533,0.006210517880917979,0.007212959051458073,0.008354219566147817,0.009650461939543204,0.012780350922625007,0.01676481553363395,0.021796548259760722,0.028103171879241513,0.035952132302753806,0.04565608847145949,0.05757883189881877
clip     | alpha=0.05,12,0.0019445400623728593,0.0006704178887244668,0.0012901329322605997,0.0019445400623728593,0.0023699471516112425,0.0028750066469285635,0.0034720026248296985,0.0041746529781775355,0.0049982021505406505,0.005959507119280906,0.008371318244057032,0.011579713608233086,0.015783191358703284,0.021208276832510503,0.028105971175914245,0.03674438329354729,0.04739615418595705
clip     | alpha=0.05,15,0.0018213612757732097,0.0005592266833576375,0.0011580021763713318,0.0018213612757732097,0.0022635066392912044,0.002796593598865145,0.003435631859931643,0.004197354772042491,0.0051002711068186615,0.0061646855669298855,0.008868045590528888,0.01250378350291007,0.017289841874379087,0.02345530820513089,0.03122331261110948,0.04078579793044852,0.052268931752523166
clip     | alpha=0.05,18,0.0015011158679261918,0.0004104291353149088,0.0009145595633447002,0.0015011158679261918,0.001902255593699444,0.00239369375199467,0.0029914815315645136,0.0037135407416865273,0.004579664878564028,0.00561146141111632,0.008266705875404547,0.011881203343886737,0.016667337759888833,0.022827500252096296,0.030524036521790403,0.0398390845205861,0.05072532055855033
clip     | alpha=0.05,21,0.0011880183115101513,0.000289233334225157,0.0006935762264088743,0.0011880183115101513,0.0015351536380790558,0.0019674714154775184,0.0025013303917150137,0.0031550760265764213,0.003948999129392558,0.004905207758907405,0.007400472955948057,0.010841932267495349,0.01543022971341249,0.02133580076138922,0.028657578190904996,0.037371802985461854,0.04727576416220515
clip     | alpha=0.05,24,0.00092575076806798,0.00020067328748662043,0.0005178776872098743,0.00092575076806798,0.0012198373645170722,0.0015922825278173896,0.0020593589995795292,0.0026394402080624213,0.0033529302877656993,0.004222079985546703,0.006523492108157037,0.009742075414397802,0.014066328281698353,0.019636504470361325,0.026493711751838706,0.03452107649146193,0.04338665408863464
clip     | alpha=0.05,27,0.0007173523240955695,0.00013844181097546083,0.00038451779535413614,0.0007173523240955695,0.0009638835908449467,0.0012814720689835863,0.001686066890564306,0.0021958347984906822,0.002831076678004454,0.0036140038345899954,0.005718734915732936,0.008705632077506924,0.012752543079826813,0.01797337147500115,0.02435888592360478,0.03171287987177437,0.03959889783202636
clip     | alpha=0.05,29,0.0011121666602858405,0.00021241426899316692,0.0005951166725029988,0.0011121666602858405,0.0014938722596876822,0.001983808667618716,0.0026050510924260245,0.003383287439500633,0.004346430090249984,0.0055239752112848355,0.008642269087588441,0.012962346328192768,0.018640562737747123,0.02569253302027387,0.03391375230767357,0.04281371622333295,0.0515911003320751
clip     | alpha=0.05,32,0.0007229963208151476,0.00012292680277200746,0.00037068408718093253,0.0007229963208151476,0.000990308837416395,0.001339459354876499,0.0017893916068487958,0.0023614474874442026,0.003079044760176729,0.003967109563091638,0.006356450482609189,0.009718611322947171,0.014179126701955959,0.019730913319608426,0.026161553591918806,0.032999169580355536,0.03950602295321063
clip     | alpha=0.05,35,0.0005269994128411443,7.976020156551627e-05,0.0002588822839233877,0.0005269994128411443,0.0007361067050987136,0.0010140911240964126,0.0013782140116889443,0.001848178488630014,0.0024458472098155015,0.003194700677226558,0.005242532432634202,0.008170887958819895,0.012094504261188261,0.016991746679821968,0.02263095842117252,0.028521647048405707,0.03392357357599442
clip     | alpha=0.05,37,0.0007923290724546013,0.000118668588224157,0.0003885419221488271,0.0007923290724546013,0.0011063460987722027,0.0015224102040064386,0.002065020315982739,0.0027615376925252846,0.00364149133624429,0.00473546558456889,0.007683121049253645,0.011798269461413997,0.017143938133688485,0.02355415878636648,0.030553611043195296,0.037337798457041445,0.042855055402050035
clip     | alpha=0.05,40,0.000504270829103483,6.722285337282474e-05,0.00023692191873361153,0.000504270829103483,0.0007180457312666976,0.0010064131988575349,0.0013887960541268903,0.0018872291457993878,0.0025258368122797734,0.0033299329231804412,0.005533344479405474,0.008661869770671671,0.012769683249052853,0.01771290780889224,0.023079774459135092,0.02818029563012117,0.03213352890927844
clip     | alpha=0.05,42,0.000728060353541523,9.604198171382083e-05,0.00034146374379345626,0.000728060353541523,0.0010363632915910159,0.0014509149906929918,0.0019982875935776615,0.0027079716558463473,0.0036113358390511357,0.0047400234893448375,0.00778745252388768,0.012010719557788735,0.01738227216430003,0.02357855547781124,0.029921328052593767,0.035424126255119544,0.03897855090459838
clip     | alpha=0.05,45,0.0004519942959293558,5.3064837026249946e-05,0.00020309723370490817,0.0004519942959293558,0.000656125944757005,0.0009356360061250584,0.001310986291567409,0.001805298223667305,0.002443597754931753,0.0032515711939629342,0.005471320790379512,0.008602285018672514,0.012630780614036656,0.01729792668499135,0.022049697736560816,0.026082209814369133,0.02851171011559982
clip     | alpha=0.05,47,0.0006438018937111368,7.479168190212444e-05,0.0002887718419992635,0.0006438018937111368,0.0009342529904020827,0.001330733834589927,0.0018609607378079955,0.002555574478732127,0.0034467726101381486,0.004566237209503731,0.007596590772379229,0.011767581593978456,0.016961654097924855,0.022715736577643638,0.028200013839006388,0.03234336024240405,0.03411653935977091
clip     | alpha=0.05,50,0.000395524006568553,4.088944570827208e-05,0.00016996284601321785,0.000395524006568553,0.0005853309631028745,0.0008492278066970965,0.0012082341792962628,0.0016860572058768912,0.0023081182390622137,0.0030999805471307756,0.005282141052876023,0.008341252129689973,0.012198143270929523,0.016493242419960825,0.02056703177898051,0.023568206167855092,0.02469741531514838
clip     | alpha=0.05,52,0.0005597540616220924,5.7259731623845466e-05,0.00024010745807434965,0.0005597540616220924,0.000828105188335537,0.0012000973138617005,0.0017041156998208868,0.0023714903490155864,0.0032348239969780396,0.004325474186744185,0.007286932690006333,0.011337309746218327,0.01627543797727932,0.021519570540479545,0.02613394737364982,0.029036465878150407,0.02936006081638638
clip     | alpha=0.05,55,0.0003420570710392889,3.113472717420669e-05,0.00014056274011712888,0.0003420570710392889,0.0005160716745233943,0.0007618039685021403,0.0011005567759370435,0.0015563589737825436,0.0021547921698238034,0.0029211085020496084,0.005040298565456593,0.007994273889935198,0.011643561658533547,0.015543217799964136,0.018960665678186106,0.021047816010058215,0.0211425888660006
