legend,0.45,0.48,0.5,0.51,0.52,0.53,0.54,0.55,0.56,0.58,0.6,0.62,0.64,0.66,0.68,0.7
bravo    | p=0.7 | alpha=0.05,2000.0,2000.0,2000.0,2000.0,2000.0,2000.0,2000.0,2000.0,2000.0,2000.0,788.0,211.0,118.0,80.0,60.0,47.0
bravo    | p=0.55 | alpha=0.05,2000.0,2000.0,2000.0,2000.0,2000.0,2000.0,1251.0,767.0,546.0,341.0,247.0,192.0,156.0,133.0,114.0,99.0
bravo    | p=0.51 | alpha=0.05,2000.0,2000.0,2000.0,2000.0,2000.0,2000.0,2000.0,1930.0,1562.0,1126.0,879.0,719.0,608.0,526.0,465.0,414.0
