legend,0.45,0.48,0.5,0.51,0.52,0.53,0.54,0.55,0.56,0.58,0.6,0.62,0.64,0.66,0.68,0.7
bravo    | p=0.7 | alpha=0.05,2000.0,2000.0,2000.0,2000.0,2000.0,2000.0,2000.0,2000.0,2000.0,2000.0,2000.0,2000.0,647.0,334.0,211.0,148.0
bravo    | p=0.55 | alpha=0.05,2000.0,2000.0,2000.0,2000.0,2000.0,2000.0,2000.0,2000.0,1504.0,784.0,508.0,365.0,280.0,228.0,188.0,160.0
bravo    | p=0.51 | alpha=0.05,2000.0,2000.0,2000.0,2000.0,2000.0,2000.0,2000.0,2000.0,2000.0,1582.0,1188.0,946.0,780.0,663.0,574.0,505.0
