legend,0.45,0.48,0.5,0.51,0.52,0.53,0.54,0.55,0.56,0.58,0.6,0.62,0.64,0.66,0.68,0.7
bravo    | p=0.7 | alpha=0.05,47.0,60.0,75.0,82.0,95.0,110.0,130.0,158.0,201.0,387.0,722.0,485.0,228.0,140.0,98.0,75.0
bravo    | p=0.55 | alpha=0.05,329.0,598.0,1112.0,1426.0,1579.0,1579.0,1428.0,1114.0,800.0,470.0,322.0,245.0,196.0,160.0,137.0,118.0
bravo    | p=0.51 | alpha=0.05,1721.0,1956.0,1968.0,1968.0,1964.0,1956.0,1932.0,1873.0,1721.0,1277.0,982.0,796.0,667.0,574.0,501.0,447.0
