,power,power>=0.25,power>=0.50,power>=0.75,power>=0.90,powermean,risk,risk>=0.25,risk>=0.50,risk>=0.75,risk>=0.90,riskmean
0,0.9015774437692421,6.0,20.0,58.0,122.0,37.55077024056213,0.4593224505622213,13.0,122.0,122.0,122.0,77.18441651160667
1,0.9013094596117144,6.0,23.0,72.0,143.0,45.1183901382714,0.4143280398626085,16.0,143.0,143.0,143.0,95.00827194692222
2,0.9010643527379868,12.0,41.0,102.0,179.0,63.112921070382185,0.31116437441382255,72.0,179.0,179.0,179.0,135.49782186306365
3,0.90027724635746,15.0,46.0,109.0,186.0,67.15802351700754,0.29288519316383815,96.0,186.0,186.0,186.0,143.5812310463792
4,0.9016567891025724,15.0,46.0,112.0,190.0,68.27969907666788,0.2897001446399578,101.0,190.0,190.0,190.0,146.85009954935566
5,0.901020267311752,15.0,48.0,114.0,192.0,69.94413964135231,0.2829059130501653,114.0,192.0,192.0,192.0,149.3881973977791
6,0.9001858068538175,15.0,49.0,119.0,197.0,71.95525944713573,0.27573666664932533,127.0,197.0,197.0,197.0,154.12605277792375
7,0.9000489210115318,16.0,53.0,121.0,202.0,74.38842895193528,0.2668653915916391,151.0,202.0,202.0,202.0,159.39407312181183
8,0.9023592169523826,16.0,56.0,128.0,208.0,77.78606066205315,0.2535822022509128,198.0,208.0,208.0,208.0,166.592082728877
9,0.9009681740385086,21.0,63.0,135.0,215.0,83.34725668584818,0.2249209798601308,215.0,215.0,215.0,215.0,178.2333964088631
10,0.9000808152860517,21.0,65.0,140.0,220.0,86.31684928529728,0.21557574055006135,220.0,220.0,220.0,220.0,183.83514724040205
11,0.9023503297165628,24.0,70.0,144.0,226.0,89.67973158350328,0.20562932000256998,226.0,226.0,226.0,226.0,190.60947744163735
12,0.9022187662353782,27.0,73.0,151.0,233.0,93.68520002453904,0.19399146541910486,233.0,233.0,233.0,233.0,198.54052980021797
13,0.9022526685958466,27.0,78.0,158.0,240.0,97.11386865681979,0.18593435761832586,240.0,240.0,240.0,240.0,205.64954809386148
14,0.9008437980699523,30.0,83.0,165.0,247.0,102.40851975842699,0.17012773232608744,247.0,247.0,247.0,247.0,214.8568030660084
15,0.902090329028789,32.0,90.0,172.0,256.0,107.8487639802584,0.15647351715314828,256.0,256.0,256.0,256.0,225.43006891886466
16,0.9011300289196733,40.0,99.0,183.0,265.0,115.75576690454513,0.1339995046100232,265.0,265.0,265.0,265.0,238.52005813939593
17,0.9011086780166054,43.0,107.0,193.0,277.0,122.53792047883559,0.1219935033071628,277.0,277.0,277.0,277.0,251.5089363913981
18,0.9007408862312989,51.0,119.0,207.0,288.0,132.2807722849102,0.102802454880988,288.0,288.0,288.0,288.0,265.9367193101454
19,0.900900671471652,61.0,135.0,223.0,304.0,145.19228032538348,0.08153644894709698,304.0,304.0,304.0,304.0,285.7888715208614
20,0.9027450077750092,76.0,154.0,246.0,327.0,162.743340011612,0.06010401439154974,327.0,327.0,327.0,327.0,312.6733143144422
21,0.901539399655425,101.0,187.0,279.0,357.0,190.51968465653533,0.03585783101709359,357.0,357.0,357.0,357.0,347.7612136987671
22,0.9020391671188251,230.0,320.0,403.0,474.0,310.78542064365547,0.0023002851024627358,474.0,474.0,474.0,474.0,473.25907664580313
