legend,0.45,0.48,0.5,0.51,0.52,0.53,0.54,0.55,0.56,0.58,0.6,0.62,0.64,0.66,0.68,0.7
bravo_without_replacement | p=0.7 | alpha=0.058559570312499996,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,193.0,110.0,74.0,57.0,47.0
bravo_without_replacement | p=0.55 | alpha=0.0780712890625,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,447.0,285.0,208.0,164.0,134.0,113.0,96.0,86.0
bravo_without_replacement | p=0.52 | alpha=0.2361162109375,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,434.0,308.0,236.0,194.0,161.0,141.0,123.0,108.0
