legend,0.45,0.48,0.5,0.51,0.52,0.53,0.54,0.55,0.56,0.58,0.6,0.62,0.64,0.66,0.68,0.7
bravo_without_replacement | p=0.7 | alpha=0.058559570312499996,10378.785716468576,10208.46476986219,9978.481915354974,9802.949277601321,9568.650969941504,9256.017527123699,8839.44837614697,8287.054675406736,7563.967002347675,5530.3912791691155,3030.89317195048,1085.0659342757097,257.4842379981782,74.90982363765835,46.07531938501072,36.30851014082677
bravo_without_replacement | p=0.55 | alpha=0.0780712890625,10495.758362734075,10413.068641018599,9995.142509744888,9437.063095073318,8494.153387092862,7130.623894101915,5462.454524266223,3750.861101276029,2287.511295429541,638.3094308254945,210.1610617664885,135.74302721214357,110.99302045554313,94.7199778228295,82.62385231408336,73.26661144265265
bravo_without_replacement | p=0.52 | alpha=0.2361162109375,10498.58752577508,10432.988280744696,9997.777996625484,9379.994424333512,8331.2019931929,6842.891616172005,5086.713677124136,3370.5955047205266,1985.8543031419133,556.3950113507633,224.77076396853568,164.1520674930573,138.495342098102,120.27528915930914,106.31561500726995,95.29977149605719
