legend,0.45,0.48,0.5,0.51,0.52,0.53,0.54,0.55,0.56,0.58,0.6,0.62,0.64,0.66,0.68,0.7
bravo_without_replacement | p=0.7 | alpha=0.058559570312499996,44.0,59.0,72.0,79.0,89.0,105.0,125.0,147.0,180.0,250.0,293.0,271.0,198.0,132.0,92.0,69.0
bravo_without_replacement | p=0.55 | alpha=0.0780712890625,277.0,395.0,437.0,447.0,449.0,449.0,447.0,437.0,422.0,359.0,275.0,210.0,168.0,138.0,117.0,103.0
bravo_without_replacement | p=0.52 | alpha=0.2361162109375,407.0,460.0,468.0,470.0,468.0,466.0,460.0,450.0,434.0,373.0,295.0,234.0,196.0,165.0,143.0,127.0
