legend,0.45,0.48,0.5,0.51,0.52,0.53,0.54,0.55,0.56,0.58,0.6,0.62,0.64,0.66,0.68,0.7
bravo_without_replacement | p=0.7 | alpha=0.058559570312499996,82.0,112.0,142.0,165.0,195.0,233.0,283.0,341.0,396.0,457.0,472.0,464.0,419.0,306.0,203.0,142.0
bravo_without_replacement | p=0.55 | alpha=0.0780712890625,418.0,487.0,493.0,493.0,495.0,495.0,493.0,493.0,491.0,474.0,416.0,319.0,248.0,199.0,166.0,141.0
bravo_without_replacement | p=0.52 | alpha=0.2361162109375,485.0,495.0,497.0,497.0,497.0,497.0,495.0,495.0,491.0,474.0,415.0,330.0,267.0,220.0,188.0,163.0
