legend,0.45,0.48,0.5,0.51,0.52,0.53,0.54,0.55,0.56,0.58,0.6,0.62,0.64,0.66,0.68,0.7
bayesian | a=1 | b=1 | min_stop=50 | critical_value=0.004272460938491455,51.0,56.0,77.0,112.0,168.0,208.0,212.0,188.0,153.0,98.0,70.0,56.0,51.0,50.0,50.0,50.0
