legend,0.45,0.48,0.5,0.51,0.52,0.53,0.54,0.55,0.56,0.58,0.6,0.62,0.64,0.66,0.68,0.7
bayesian | a=100 | b=100 | critical_value=1e-12,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,995.0,976.0,954.0,877.0,782.0,687.0,603.0,530.0,466.0,412.0
bayesian | a=500 | b=500 | critical_value=1e-12,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,995.0,976.0,954.0,880.0,794.0,709.0,634.0,568.0,512.0,464.0
bayesian | a=1000 | b=1000 | critical_value=1e-12,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,995.0,976.0,954.0,882.0,798.0,717.0,645.0,582.0,529.0,480.0
