legend,0.45,0.48,0.5,0.51,0.52,0.53,0.54,0.55,0.56,0.58,0.6,0.62,0.64,0.66,0.68,0.7
bayesian | a=100 | b=100 | critical_value=1e-12,988.0,979.0,965.0,946.0,915.0,873.0,821.0,765.0,709.0,605.0,516.0,444.0,384.0,340.0,301.0,269.0
bayesian | a=500 | b=500 | critical_value=1e-12,988.0,979.0,965.0,946.0,917.0,877.0,830.0,780.0,731.0,641.0,564.0,503.0,451.0,406.0,371.0,341.0
bayesian | a=1000 | b=1000 | critical_value=1e-12,988.0,979.0,965.0,948.0,919.0,879.0,834.0,787.0,740.0,653.0,582.0,522.0,471.0,430.0,393.0,364.0
