legend,0.45,0.48,0.5,0.51,0.52,0.53,0.54,0.55,0.56,0.58,0.6,0.62,0.64,0.66,0.68,0.7
bravo    | p=0.7 | alpha=0.05,32.0,40.0,47.0,52.0,60.0,67.0,75.0,87.0,105.0,160.0,218.0,183.0,118.0,80.0,60.0,47.0
bravo    | p=0.55 | alpha=0.05,251.0,417.0,598.0,668.0,701.0,701.0,668.0,598.0,506.0,341.0,247.0,192.0,156.0,133.0,114.0,99.0
bravo    | p=0.51 | alpha=0.05,964.0,976.0,978.0,978.0,978.0,976.0,974.0,970.0,964.0,934.0,851.0,717.0,608.0,526.0,465.0,414.0
