,0.7,0.58,0.52
0.005,0.999999999874156,0.7304759431749385,0.02456854247101289
0.01263157894736842,0.9999999999742059,0.8203566464202747,0.05241750482028375
0.02026315789473684,0.999999999983874,0.8584717292919225,0.07553085370113907
0.027894736842105264,0.9999999999865645,0.8818453726776568,0.0960850413692544
0.035526315789473684,0.9999999999882915,0.8983164682536715,0.11484861198662986
0.0431578947368421,0.9999999999929249,0.910477234478052,0.13232008920183644
0.05078947368421052,0.999999999987847,0.9191686386997631,0.14839077145094637
0.05842105263157894,0.9999999999940559,0.9270679455137316,0.1639300813037123
0.06605263157894736,0.9999999999899262,0.9329991029223207,0.17844436846398476
0.0736842105263158,0.9999999999886187,0.9376059035882789,0.19211385432150596
0.08131578947368422,0.9999999999949081,0.9427678308409617,0.20579570260983282
0.08894736842105264,0.999999999991964,0.9463419400993258,0.2186114114363902
0.09657894736842106,0.999999999988207,0.9495142511522107,0.23092313205334414
0.10421052631578948,0.9999999999891576,0.9524148225015442,0.24284201354619628
0.1118421052631579,0.9999999999946969,0.9555989783443493,0.2547660176737627
0.11947368421052632,0.9999999999935436,0.9578114974623302,0.2659710330087432
0.12710526315789472,0.9999999999910283,0.9601360177232005,0.2772639969676561
0.13473684210526315,0.9999999999892492,0.9618831131899767,0.2879073319324422
0.1423684210526316,0.9999999999900071,0.9636421390159843,0.2982261063478677
0.15,0.9999999999913839,0.9658430423658925,0.30882877161725564
