,0.5,0.7,0.58,0.52
0.9,0.8542162162968986,0.9999999999964434,0.9996846733760548,0.9281683509931242
0.925,0.8181408043079881,0.9999999999967317,0.99938778396641,0.9027357615299201
0.95,0.7444784066551581,0.9999999999950221,0.998498213091226,0.8488460488772914
0.955,0.7293554415879084,0.9999999999944735,0.9981658814718232,0.835967823392142
0.9573631578947368,0.724840691097915,0.9999999999945426,0.9980328897842549,0.8315086426054423
0.9597263157894736,0.7213316069598382,0.9999999999945731,0.9978587725761418,0.8273485999819951
0.9620894736842105,0.7132977732657018,0.9999999999944585,0.9976291118542621,0.820147052109281
0.9644526315789473,0.7081162189548824,0.9999999999944527,0.9973908193648569,0.8145261410721195
0.9668157894736842,0.6903062471917545,0.9999999999942402,0.9970057097810698,0.8005545443014549
0.969178947368421,0.536650356966808,0.9999999999957035,0.9950907689665678,0.6961224082767237
0.9715421052631579,0.5220443332408639,0.999999999995906,0.9944735564778797,0.6819139725888655
0.9739052631578947,0.5125487844308017,0.9999999999960205,0.9938371399297292,0.6707760747809477
0.9762684210526316,0.49921554200910756,0.9999999999962487,0.9929074753932017,0.655990710603029
0.9786315789473684,0.4898108684069367,0.999999999995941,0.9920299404672426,0.6439697385783697
0.9809947368421053,0.45383217617673854,0.9999999999984941,0.990280372512443,0.6109285140700864
0.9833578947368421,0.4365230563849111,0.9999999999980047,0.9887522712945713,0.5909204044093439
0.9857210526315789,0.34045007122427323,0.9999999999916319,0.984589268042254,0.5092313202275726
0.9880842105263158,0.323624406756382,0.9999999999919635,0.9812945283168321,0.4848385572196483
0.9904473684210526,0.27945599163205037,0.9999999999905639,0.9757218568964733,0.4352486172255004
0.9928105263157895,0.21514215934404182,0.9999999999885509,0.966848754429076,0.3649611043985815
0.9951736842105263,0.17015232813066933,0.9999999999882672,0.9531626786375919,0.3025719829224407
0.9975368421052632,0.10099693226189295,0.9999999999909286,0.9196642113737112,0.2036641835296476
0.9999,0.006398758275903389,0.999999999348017,0.6481845837945842,0.02335943015822362
