,0.7,0.58,0.52
0.005,4.606221388830542e-11,4.606221388830542e-11,4.606221388830542e-11
0.01263157894736842,3.9947125515062395e-08,3.9947125515062395e-08,3.9947125515062395e-08
0.02026315789473684,7.901386877504384e-07,7.901386877504384e-07,7.901386877504384e-07
0.027894736842105264,5.042445266852385e-06,5.042445266852385e-06,5.042445266852385e-06
0.035526315789473684,1.8676346608605822e-05,1.8676346608605822e-05,1.8676346608605822e-05
0.0431578947368421,5.0301314926650904e-05,5.0301314926650904e-05,5.0301314926650904e-05
0.05078947368421052,0.00011173386747565143,0.00011173386747565143,0.00011173386747565143
0.05842105263157894,0.00022335573465957954,0.00022335573465957954,0.00022335573465957954
0.06605263157894736,0.00039300720662519635,0.00039300720662519635,0.00039300720662519635
0.0736842105263158,0.0006210293426936636,0.0006210293426936636,0.0006210293426936636
0.08131578947368422,0.0009441480591951617,0.0009441480591951617,0.0009441480591951617
0.08894736842105264,0.0013595049539967836,0.0013595049539967836,0.0013595049539967836
0.09657894736842106,0.0018961385030082279,0.0018961385030082279,0.0018961385030082279
0.10421052631578948,0.0025694384831303737,0.0025694384831303737,0.0025694384831303737
0.1118421052631579,0.0034062854120169503,0.0034062854120169503,0.0034062854120169503
0.11947368421052632,0.004388785119315986,0.004388785119315986,0.004388785119315986
0.12710526315789472,0.005491418466481778,0.005491418466481778,0.005491418466481778
0.13473684210526315,0.006771273265794472,0.006771273265794472,0.006771273265794472
0.1423684210526316,0.008256859817374167,0.008256859817374167,0.008256859817374167
0.15,0.00990191084808522,0.00990191084808522,0.00990191084808522
