legend,0.5,0.52,0.55,0.57,0.59,0.62,0.7
bravo    | p=0.7 | alpha=0.058501953125,10455.371860468782,10028.725684119208,8690.270769803232,6908.33588102035,4037.6555783956087,515.19503928834,36.34280356879327
bravo    | p=0.55 | alpha=0.066298828125,10471.501061424997,8102.532186212597,1642.7017537044178,371.5483153927188,211.274560696084,144.45900738924058,78.57697162922533
