legend,0.5,0.52,0.55,0.57,0.59,0.62,0.7
clip     | alpha=0.13367968749999998,56.56221042055019,96.6645154278693,273.3247174060756,190.25957847790798,129.8453412170777,82.23862932972979,36.04749505323815
