legend,0.45,0.48,0.5,0.51,0.52,0.53,0.54,0.55,0.56,0.58,0.6,0.62,0.64,0.66,0.68,0.7
bravo    | p=0.7 | alpha=0.05,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,616.0,198.0,115.0,77.0,60.0,47.0
bravo    | p=0.55 | alpha=0.05,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,908.0,647.0,491.0,322.0,238.0,188.0,154.0,131.0,114.0,99.0
bravo    | p=0.51 | alpha=0.05,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,996.0,818.0,687.0,588.0,511.0,455.0,406.0
