legend,0.45,0.48,0.5,0.51,0.52,0.53,0.54,0.55,0.56,0.58,0.6,0.62,0.64,0.66,0.68,0.7
bravo    | p=0.7 | alpha=0.05,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,400.0,206.0,133.0,95.0,72.0
bravo    | p=0.55 | alpha=0.05,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,988.0,781.0,613.0,409.0,297.0,232.0,188.0,156.0,133.0,116.0
bravo    | p=0.51 | alpha=0.05,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,853.0,719.0,618.0,542.0,479.0,431.0
