legend,0.45,0.48,0.5,0.51,0.52,0.53,0.54,0.55,0.56,0.58,0.6,0.62,0.64,0.66,0.68,0.7
bayesian | a=100 | b=100 | critical_value=0.0312500000009375,117.0,169.0,202.0,215.0,219.0,217.0,209.0,194.0,177.0,144.0,117.0,98.0,85.0,74.0,66.0,60.0
bayesian | a=500 | b=500 | critical_value=0.10107421875079783,198.0,257.0,277.0,279.0,277.0,269.0,255.0,237.0,216.0,178.0,148.0,125.0,111.0,99.0,89.0,81.0
bayesian | a=1000 | b=1000 | critical_value=0.14843750000070313,215.0,276.0,292.0,294.0,288.0,280.0,264.0,246.0,223.0,185.0,155.0,133.0,117.0,105.0,95.0,85.0
